,gross_income,employee_payroll_tax,employer_payroll_tax,ordinary_income_after_401k,agi,taxable_income,deduction_type,deductions,personal_exemption_amt,pease_limitation_amt,income_tax_before_credits,qualified_income_tax,selected_tax_before_credits,amt,income_tax_before_credits_with_amt,ctc,actc,eitc,personal_credit,income_tax_after_nonrefundable_credits,income_tax_after_credits,tax_burden,tax_wedge,avg_effective_tax_rate,avg_effective_tax_rate_wo_payroll
575,5760.0,440.64,440.64,5760.0,5760.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,440.47058823529414,300,0.0,-440.47,0.17,440.81,0.0,-0.0765
576,5770.0,441.40500000000003,441.40500000000003,5770.0,5770.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,441.2352941176471,300,0.0,-441.24,0.17,441.57,0.0,-0.0765
577,5780.0,442.17,442.17,5780.0,5780.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,442.00000000000006,300,0.0,-442.0,0.17,442.34,0.0,-0.0765
578,5790.0,442.935,442.935,5790.0,5790.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,442.764705882353,300,0.0,-442.76,0.18,443.11,0.0,-0.0765
579,5800.0,443.70000000000005,443.70000000000005,5800.0,5800.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,443.5294117647059,300,0.0,-443.53,0.17,443.87,0.0,-0.0765
580,5810.0,444.465,444.465,5810.0,5810.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,444.29411764705884,300,0.0,-444.29,0.17,444.64,0.0,-0.0765
581,5820.0,445.22999999999996,445.22999999999996,5820.0,5820.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,445.0588235294118,300,0.0,-445.06,0.17,445.4,0.0,-0.0765
582,5830.0,445.995,445.995,5830.0,5830.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,445.82352941176475,300,0.0,-445.82,0.18,446.17,0.0,-0.0765
583,5840.0,446.76,446.76,5840.0,5840.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,446.5882352941177,300,0.0,-446.59,0.17,446.93,0.0,-0.0765
584,5850.0,447.525,447.525,5850.0,5850.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,447.3529411764706,300,0.0,-447.35,0.17,447.7,0.0,-0.0765
585,5860.0,448.28999999999996,448.28999999999996,5860.0,5860.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,448.11764705882354,300,0.0,-448.12,0.17,448.46,0.0,-0.0765
586,5870.0,449.055,449.055,5870.0,5870.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,448.8823529411765,300,0.0,-448.88,0.18,449.23,0.0,-0.0765
587,5880.0,449.82,449.82,5880.0,5880.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,449.64705882352945,300,0.0,-449.65,0.17,449.99,0.0,-0.0765
588,5890.0,450.58500000000004,450.58500000000004,5890.0,5890.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,450.4117647058824,300,0.0,-450.41,0.18,450.76,0.0,-0.0765
589,5900.0,451.35,451.35,5900.0,5900.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,451.1764705882353,300,0.0,-451.18,0.17,451.52,0.0,-0.0765
590,5910.0,452.115,452.115,5910.0,5910.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,451.9411764705883,300,0.0,-451.94,0.18,452.29,0.0,-0.0765
591,5920.0,452.88,452.88,5920.0,5920.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,452.7058823529412,300,0.0,-452.71,0.17,453.05,0.0,-0.0765
592,5930.0,453.64500000000004,453.64500000000004,5930.0,5930.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,453.47058823529414,300,0.0,-453.47,0.18,453.82,0.0,-0.0765
593,5940.0,454.40999999999997,454.40999999999997,5940.0,5940.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,454.2352941176471,300,0.0,-454.24,0.17,454.58,0.0,-0.0765
594,5950.0,455.17499999999995,455.17499999999995,5950.0,5950.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,455.00000000000006,300,0.0,-455.0,0.17,455.35,0.0,-0.0765
595,5960.0,455.94,455.94,5960.0,5960.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,455.764705882353,300,0.0,-455.76,0.18,456.12,0.0,-0.0765
596,5970.0,456.705,456.705,5970.0,5970.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,456.5294117647059,300,0.0,-456.53,0.18,456.88,0.0,-0.0765
597,5980.0,457.47,457.47,5980.0,5980.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,457.29411764705884,300,0.0,-457.29,0.18,457.65,0.0,-0.0765
