,gross_income,employee_payroll_tax,employer_payroll_tax,ordinary_income_after_401k,agi_before_business_income_deduction,agi,taxable_income,deduction_type,deductions,personal_exemption_amt,pease_limitation_amt,income_tax_before_credits,qualified_income_tax,selected_tax_before_credits,amt,income_tax_before_credits_with_amt,ctc,actc,eitc,income_tax_after_nonrefundable_credits,income_tax_after_credits,tax_burden,tax_wedge,avg_effective_tax_rate,avg_effective_tax_rate_wo_payroll
5833,58340.0,3347.2574999999997,3347.2574999999997,43755.0,43755.0,55787.625,31787.625,standard,24000.0,0.0,0,3433.51,3433.51,3433.51,0,3433.51,1300.0,2000.0,1651.7649827193177,2133.51,-218.25,3129.01,6476.26,0.0536,-0.0037
5834,58350.0,3347.83125,3347.83125,43762.5,43762.5,55797.1875,31797.1875,standard,24000.0,0.0,0,3434.66,3434.66,3434.66,0,3434.66,1300.0,2000.0,1650.185454812854,2134.66,-215.53,3132.3,6480.13,0.0537,-0.0037
5835,58360.0,3348.4049999999997,3348.4049999999997,43770.0,43770.0,55806.75,31806.75,standard,24000.0,0.0,0,3435.81,3435.81,3435.81,0,3435.81,1300.0,2000.0,1648.6059269063903,2135.81,-212.8,3135.6,6484.01,0.0537,-0.0036
5836,58370.0,3348.97875,3348.97875,43777.5,43777.5,55816.3125,31816.3125,standard,24000.0,0.0,0,3436.96,3436.96,3436.96,0,3436.96,1300.0,2000.0,1647.0263989999266,2136.96,-210.07,3138.91,6487.89,0.0538,-0.0036
5837,58380.0,3349.5525000000002,3349.5525000000002,43785.0,43785.0,55825.875,31825.875,standard,24000.0,0.0,0,3438.11,3438.11,3438.11,0,3438.11,1300.0,2000.0,1645.446871093463,2138.11,-207.34,3142.21,6491.77,0.0538,-0.0036
5838,58390.0,3350.12625,3350.12625,43792.5,43792.5,55835.4375,31835.4375,standard,24000.0,0.0,0,3439.25,3439.25,3439.25,0,3439.25,1300.0,2000.0,1643.8673431869988,2139.25,-204.62,3145.51,6495.63,0.0539,-0.0035
5839,58400.0,3350.7,3350.7,43800.0,43800.0,55845.0,31845.0,standard,24000.0,0.0,0,3440.4,3440.4,3440.4,0,3440.4,1300.0,2000.0,1642.2878152805351,2140.4,-201.89,3148.81,6499.51,0.0539,-0.0035
5840,58410.0,3351.2737500000003,3351.2737500000003,43807.5,43807.5,55854.5625,31854.5625,standard,24000.0,0.0,0,3441.55,3441.55,3441.55,0,3441.55,1300.0,2000.0,1640.7082873740715,2141.55,-199.16,3152.11,6503.39,0.054,-0.0034
5841,58420.0,3351.8475000000003,3351.8475000000003,43815.0,43815.0,55864.125,31864.125,standard,24000.0,0.0,0,3442.69,3442.69,3442.69,0,3442.69,1300.0,2000.0,1639.1287594676078,2142.69,-196.44,3155.41,6507.26,0.054,-0.0034
5842,58430.0,3352.42125,3352.42125,43822.5,43822.5,55873.6875,31873.6875,standard,24000.0,0.0,0,3443.84,3443.84,3443.84,0,3443.84,1300.0,2000.0,1637.549231561144,2143.84,-193.71,3158.71,6511.13,0.0541,-0.0033
5843,58440.0,3352.995,3352.995,43830.0,43830.0,55883.25,31883.25,standard,24000.0,0.0,0,3444.99,3444.99,3444.99,0,3444.99,1300.0,2000.0,1635.9697036546804,2144.99,-190.98,3162.01,6515.01,0.0541,-0.0033
5844,58450.0,3353.5687500000004,3353.5687500000004,43837.5,43837.5,55892.8125,31892.8125,standard,24000.0,0.0,0,3446.14,3446.14,3446.14,0,3446.14,1300.0,2000.0,1634.3901757482167,2146.14,-188.25,3165.32,6518.89,0.0542,-0.0032
5845,58460.0,3354.1425,3354.1425,43845.0,43845.0,55902.375,31902.375,standard,24000.0,0.0,0,3447.28,3447.28,3447.28,0,3447.28,1300.0,2000.0,1632.810647841753,2147.28,-185.53,3168.61,6522.75,0.0542,-0.0032
5846,58470.0,3354.71625,3354.71625,43852.5,43852.5,55911.9375,31911.9375,standard,24000.0,0.0,0,3448.43,3448.43,3448.43,0,3448.43,1300.0,2000.0,1631.231119935289,2148.43,-182.8,3171.92,6526.63,0.0542,-0.0031
5847,58480.0,3355.29,3355.29,43860.0,43860.0,55921.5,31921.5,standard,24000.0,0.0,0,3449.58,3449.58,3449.58,0,3449.58,1300.0,2000.0,1629.6515920288257,2149.58,-180.07,3175.22,6530.51,0.0543,-0.0031
5848,58490.0,3355.86375,3355.86375,43867.5,43867.5,55931.0625,31931.0625,standard,24000.0,0.0,0,3450.73,3450.73,3450.73,0,3450.73,1300.0,2000.0,1628.0720641223616,2150.73,-177.34,3178.52,6534.39,0.0543,-0.003
5849,58500.0,3356.4375,3356.4375,43875.0,43875.0,55940.625,31940.625,standard,24000.0,0.0,0,3451.88,3451.88,3451.88,0,3451.88,1300.0,2000.0,1626.4925362158983,2151.88,-174.61,3181.83,6538.26,0.0544,-0.003
5850,58510.0,3357.01125,3357.01125,43882.5,43882.5,55950.1875,31950.1875,standard,24000.0,0.0,0,3453.02,3453.02,3453.02,0,3453.02,1300.0,2000.0,1624.9130083094342,2153.02,-171.89,3185.12,6542.13,0.0544,-0.0029
5851,58520.0,3357.585,3357.585,43890.0,43890.0,55959.75,31959.75,standard,24000.0,0.0,0,3454.17,3454.17,3454.17,0,3454.17,1300.0,2000.0,1623.333480402971,2154.17,-169.16,3188.43,6546.01,0.0545,-0.0029
5852,58530.0,3358.15875,3358.15875,43897.5,43897.5,55969.3125,31969.3125,standard,24000.0,0.0,0,3455.32,3455.32,3455.32,0,3455.32,1300.0,2000.0,1621.7539524965068,2155.32,-166.43,3191.73,6549.89,0.0545,-0.0028
5853,58540.0,3358.7325,3358.7325,43905.0,43905.0,55978.875,31978.875,standard,24000.0,0.0,0,3456.47,3456.47,3456.47,0,3456.47,1300.0,2000.0,1620.1744245900436,2156.47,-163.7,3195.03,6553.77,0.0546,-0.0028
5854,58550.0,3359.3062499999996,3359.3062499999996,43912.5,43912.5,55988.4375,31988.4375,standard,24000.0,0.0,0,3457.61,3457.61,3457.61,0,3457.61,1300.0,2000.0,1618.5948966835795,2157.61,-160.98,3198.33,6557.63,0.0546,-0.0027
5855,58560.0,3359.88,3359.88,43920.0,43920.0,55998.0,31998.0,standard,24000.0,0.0,0,3458.76,3458.76,3458.76,0,3458.76,1300.0,2000.0,1617.0153687771162,2158.76,-158.26,3201.62,6561.5,0.0547,-0.0027
5856,58570.0,3360.45375,3360.45375,43927.5,43927.5,56007.5625,32007.5625,standard,24000.0,0.0,0,3459.91,3459.91,3459.91,0,3459.91,1300.0,2000.0,1615.435840870652,2159.91,-155.53,3204.92,6565.38,0.0547,-0.0027
5857,58580.0,3361.0274999999997,3361.0274999999997,43935.0,43935.0,56017.125,32017.125,standard,24000.0,0.0,0,3461.05,3461.05,3461.05,0,3461.05,1300.0,2000.0,1613.8563129641889,2161.05,-152.81,3208.22,6569.24,0.0548,-0.0026
5858,58590.0,3361.6012499999997,3361.6012499999997,43942.5,43942.5,56026.6875,32026.6875,standard,24000.0,0.0,0,3462.2,3462.2,3462.2,0,3462.2,1300.0,2000.0,1612.2767850577247,2162.2,-150.08,3211.52,6573.12,0.0548,-0.0026
5859,58600.0,3362.175,3362.175,43950.0,43950.0,56036.25,32036.25,standard,24000.0,0.0,0,3463.35,3463.35,3463.35,0,3463.35,1300.0,2000.0,1610.6972571512615,2163.35,-147.35,3214.83,6577.0,0.0549,-0.0025
5860,58610.0,3362.7487499999997,3362.7487499999997,43957.5,43957.5,56045.8125,32045.8125,standard,24000.0,0.0,0,3464.5,3464.5,3464.5,0,3464.5,1300.0,2000.0,1609.1177292447974,2164.5,-144.62,3218.13,6580.88,0.0549,-0.0025
5861,58620.0,3363.3225,3363.3225,43965.0,43965.0,56055.375,32055.375,standard,24000.0,0.0,0,3465.64,3465.64,3465.64,0,3465.64,1300.0,2000.0,1607.5382013383341,2165.64,-141.9,3221.42,6584.75,0.055,-0.0024
5862,58630.0,3363.8962500000002,3363.8962500000002,43972.5,43972.5,56064.9375,32064.9375,standard,24000.0,0.0,0,3466.79,3466.79,3466.79,0,3466.79,1300.0,2000.0,1605.95867343187,2166.79,-139.17,3224.73,6588.62,0.055,-0.0024
5863,58640.0,3364.47,3364.47,43980.0,43980.0,56074.5,32074.5,standard,24000.0,0.0,0,3467.94,3467.94,3467.94,0,3467.94,1300.0,2000.0,1604.3791455254059,2167.94,-136.44,3228.03,6592.5,0.055,-0.0023
5864,58650.0,3365.04375,3365.04375,43987.5,43987.5,56084.0625,32084.0625,standard,24000.0,0.0,0,3469.09,3469.09,3469.09,0,3469.09,1300.0,2000.0,1602.7996176189426,2169.09,-133.71,3231.33,6596.38,0.0551,-0.0023
5865,58660.0,3365.6175000000003,3365.6175000000003,43995.0,43995.0,56093.625,32093.625,standard,24000.0,0.0,0,3470.23,3470.23,3470.23,0,3470.23,1300.0,2000.0,1601.2200897124785,2170.23,-130.99,3234.63,6600.25,0.0551,-0.0022
5866,58670.0,3366.1912500000003,3366.1912500000003,44002.5,44002.5,56103.1875,32103.1875,standard,24000.0,0.0,0,3471.38,3471.38,3471.38,0,3471.38,1300.0,2000.0,1599.6405618060153,2171.38,-128.26,3237.93,6604.12,0.0552,-0.0022
5867,58680.0,3366.765,3366.765,44010.0,44010.0,56112.75,32112.75,standard,24000.0,0.0,0,3472.53,3472.53,3472.53,0,3472.53,1300.0,2000.0,1598.0610338995511,2172.53,-125.53,3241.23,6608.0,0.0552,-0.0021
5868,58690.0,3367.33875,3367.33875,44017.5,44017.5,56122.3125,32122.3125,standard,24000.0,0.0,0,3473.68,3473.68,3473.68,0,3473.68,1300.0,2000.0,1596.481505993088,2173.68,-122.8,3244.54,6611.88,0.0553,-0.0021
5869,58700.0,3367.9125000000004,3367.9125000000004,44025.0,44025.0,56131.875,32131.875,standard,24000.0,0.0,0,3474.82,3474.82,3474.82,0,3474.82,1300.0,2000.0,1594.9019780866238,2174.82,-120.08,3247.83,6615.75,0.0553,-0.002
5870,58710.0,3368.48625,3368.48625,44032.5,44032.5,56141.4375,32141.4375,standard,24000.0,0.0,0,3475.97,3475.97,3475.97,0,3475.97,1300.0,2000.0,1593.3224501801606,2175.97,-117.35,3251.14,6619.62,0.0554,-0.002
5871,58720.0,3369.06,3369.06,44040.0,44040.0,56151.0,32151.0,standard,24000.0,0.0,0,3477.12,3477.12,3477.12,0,3477.12,1300.0,2000.0,1591.7429222736964,2177.12,-114.62,3254.44,6623.5,0.0554,-0.002
5872,58730.0,3369.63375,3369.63375,44047.5,44047.5,56160.5625,32160.5625,standard,24000.0,0.0,0,3478.27,3478.27,3478.27,0,3478.27,1300.0,2000.0,1590.1633943672332,2178.27,-111.89,3257.74,6627.38,0.0555,-0.0019
5873,58740.0,3370.2075,3370.2075,44055.0,44055.0,56170.125,32170.125,standard,24000.0,0.0,0,3479.41,3479.41,3479.41,0,3479.41,1300.0,2000.0,1588.583866460769,2179.41,-109.17,3261.04,6631.24,0.0555,-0.0019
5874,58750.0,3370.78125,3370.78125,44062.5,44062.5,56179.6875,32179.6875,standard,24000.0,0.0,0,3480.56,3480.56,3480.56,0,3480.56,1300.0,2000.0,1587.0043385543058,2180.56,-106.44,3264.34,6635.12,0.0556,-0.0018
5875,58760.0,3371.355,3371.355,44070.0,44070.0,56189.25,32189.25,standard,24000.0,0.0,0,3481.71,3481.71,3481.71,0,3481.71,1300.0,2000.0,1585.4248106478417,2181.71,-103.71,3267.64,6639.0,0.0556,-0.0018
5876,58770.0,3371.92875,3371.92875,44077.5,44077.5,56198.8125,32198.8125,standard,24000.0,0.0,0,3482.86,3482.86,3482.86,0,3482.86,1300.0,2000.0,1583.8452827413785,2182.86,-100.99,3270.94,6642.87,0.0557,-0.0017
5877,58780.0,3372.5025,3372.5025,44085.0,44085.0,56208.375,32208.375,standard,24000.0,0.0,0,3484.01,3484.01,3484.01,0,3484.01,1300.0,2000.0,1582.2657548349143,2184.01,-98.26,3274.24,6646.74,0.0557,-0.0017
5878,58790.0,3373.07625,3373.07625,44092.5,44092.5,56217.9375,32217.9375,standard,24000.0,0.0,0,3485.15,3485.15,3485.15,0,3485.15,1300.0,2000.0,1580.6862269284502,2185.15,-95.54,3277.54,6650.61,0.0557,-0.0016
5879,58800.0,3373.6499999999996,3373.6499999999996,44100.0,44100.0,56227.5,32227.5,standard,24000.0,0.0,0,3486.3,3486.3,3486.3,0,3486.3,1300.0,2000.0,1579.106699021987,2186.3,-92.81,3280.84,6654.49,0.0558,-0.0016
5880,58810.0,3374.22375,3374.22375,44107.5,44107.5,56237.0625,32237.0625,standard,24000.0,0.0,0,3487.45,3487.45,3487.45,0,3487.45,1300.0,2000.0,1577.5271711155228,2187.45,-90.08,3284.14,6658.37,0.0558,-0.0015
5881,58820.0,3374.7975,3374.7975,44115.0,44115.0,56246.625,32246.625,standard,24000.0,0.0,0,3488.6,3488.6,3488.6,0,3488.6,1300.0,2000.0,1575.9476432090596,2188.6,-87.35,3287.45,6662.25,0.0559,-0.0015
5882,58830.0,3375.3712499999997,3375.3712499999997,44122.5,44122.5,56256.1875,32256.1875,standard,24000.0,0.0,0,3489.74,3489.74,3489.74,0,3489.74,1300.0,2000.0,1574.3681153025955,2189.74,-84.63,3290.74,6666.11,0.0559,-0.0014
5883,58840.0,3375.9449999999997,3375.9449999999997,44130.0,44130.0,56265.75,32265.75,standard,24000.0,0.0,0,3490.89,3490.89,3490.89,0,3490.89,1300.0,2000.0,1572.7885873961322,2190.89,-81.9,3294.04,6669.99,0.056,-0.0014
5884,58850.0,3376.51875,3376.51875,44137.5,44137.5,56275.3125,32275.3125,standard,24000.0,0.0,0,3492.04,3492.04,3492.04,0,3492.04,1300.0,2000.0,1571.209059489668,2192.04,-79.17,3297.35,6673.87,0.056,-0.0013
5885,58860.0,3377.0924999999997,3377.0924999999997,44145.0,44145.0,56284.875,32284.875,standard,24000.0,0.0,0,3493.18,3493.18,3493.18,0,3493.18,1300.0,2000.0,1569.6295315832049,2193.18,-76.45,3300.64,6677.73,0.0561,-0.0013
5886,58870.0,3377.66625,3377.66625,44152.5,44152.5,56294.4375,32294.4375,standard,24000.0,0.0,0,3494.33,3494.33,3494.33,0,3494.33,1300.0,2000.0,1568.0500036767407,2194.33,-73.72,3303.95,6681.61,0.0561,-0.0013
5887,58880.0,3378.2400000000002,3378.2400000000002,44160.0,44160.0,56304.0,32304.0,standard,24000.0,0.0,0,3495.48,3495.48,3495.48,0,3495.48,1300.0,2000.0,1566.4704757702775,2195.48,-70.99,3307.25,6685.49,0.0562,-0.0012
5888,58890.0,3378.81375,3378.81375,44167.5,44167.5,56313.5625,32313.5625,standard,24000.0,0.0,0,3496.63,3496.63,3496.63,0,3496.63,1300.0,2000.0,1564.8909478638134,2196.63,-68.26,3310.55,6689.37,0.0562,-0.0012
5889,58900.0,3379.3875,3379.3875,44175.0,44175.0,56323.125,32323.125,standard,24000.0,0.0,0,3497.77,3497.77,3497.77,0,3497.77,1300.0,2000.0,1563.3114199573502,2197.77,-65.54,3313.85,6693.23,0.0563,-0.0011
5890,58910.0,3379.9612500000003,3379.9612500000003,44182.5,44182.5,56332.6875,32332.6875,standard,24000.0,0.0,0,3498.92,3498.92,3498.92,0,3498.92,1300.0,2000.0,1561.731892050886,2198.92,-62.81,3317.15,6697.11,0.0563,-0.0011
5891,58920.0,3380.5350000000003,3380.5350000000003,44190.0,44190.0,56342.25,32342.25,standard,24000.0,0.0,0,3500.07,3500.07,3500.07,0,3500.07,1300.0,2000.0,1560.1523641444228,2200.07,-60.08,3320.46,6700.99,0.0564,-0.001
5892,58930.0,3381.10875,3381.10875,44197.5,44197.5,56351.8125,32351.8125,standard,24000.0,0.0,0,3501.22,3501.22,3501.22,0,3501.22,1300.0,2000.0,1558.5728362379587,2201.22,-57.35,3323.76,6704.87,0.0564,-0.001
5893,58940.0,3381.6825,3381.6825,44205.0,44205.0,56361.375,32361.375,standard,24000.0,0.0,0,3502.36,3502.36,3502.36,0,3502.36,1300.0,2000.0,1556.9933083314945,2202.36,-54.63,3327.05,6708.73,0.0564,-0.0009
5894,58950.0,3382.2562500000004,3382.2562500000004,44212.5,44212.5,56370.9375,32370.9375,standard,24000.0,0.0,0,3503.51,3503.51,3503.51,0,3503.51,1300.0,2000.0,1555.4137804250313,2203.51,-51.9,3330.36,6712.61,0.0565,-0.0009
5895,58960.0,3382.83,3382.83,44220.0,44220.0,56380.5,32380.5,standard,24000.0,0.0,0,3504.66,3504.66,3504.66,0,3504.66,1300.0,2000.0,1553.8342525185672,2204.66,-49.17,3333.66,6716.49,0.0565,-0.0008
5896,58970.0,3383.40375,3383.40375,44227.5,44227.5,56390.0625,32390.0625,standard,24000.0,0.0,0,3505.81,3505.81,3505.81,0,3505.81,1300.0,2000.0,1552.254724612104,2205.81,-46.44,3336.96,6720.37,0.0566,-0.0008
5897,58980.0,3383.9775,3383.9775,44235.0,44235.0,56399.625,32399.625,standard,24000.0,0.0,0,3506.95,3506.95,3506.95,0,3506.95,1300.0,2000.0,1550.6751967056398,2206.95,-43.73,3340.25,6724.23,0.0566,-0.0007
5898,58990.0,3384.55125,3384.55125,44242.5,44242.5,56409.1875,32409.1875,standard,24000.0,0.0,0,3508.1,3508.1,3508.1,0,3508.1,1300.0,2000.0,1549.0956687991766,2208.1,-41.0,3343.55,6728.1,0.0567,-0.0007
5899,59000.0,3385.125,3385.125,44250.0,44250.0,56418.75,32418.75,standard,24000.0,0.0,0,3509.25,3509.25,3509.25,0,3509.25,1300.0,2000.0,1547.5161408927124,2209.25,-38.27,3346.86,6731.98,0.0567,-0.0006
5900,59010.0,3385.69875,3385.69875,44257.5,44257.5,56428.3125,32428.3125,standard,24000.0,0.0,0,3510.4,3510.4,3510.4,0,3510.4,1300.0,2000.0,1545.9366129862492,2210.4,-35.54,3350.16,6735.86,0.0568,-0.0006
5901,59020.0,3386.2725,3386.2725,44265.0,44265.0,56437.875,32437.875,standard,24000.0,0.0,0,3511.55,3511.55,3511.55,0,3511.55,1300.0,2000.0,1544.357085079785,2211.55,-32.81,3353.46,6739.74,0.0568,-0.0006
5902,59030.0,3386.84625,3386.84625,44272.5,44272.5,56447.4375,32447.4375,standard,24000.0,0.0,0,3512.69,3512.69,3512.69,0,3512.69,1300.0,2000.0,1542.7775571733218,2212.69,-30.09,3356.76,6743.6,0.0569,-0.0005
5903,59040.0,3387.42,3387.42,44280.0,44280.0,56457.0,32457.0,standard,24000.0,0.0,0,3513.84,3513.84,3513.84,0,3513.84,1300.0,2000.0,1541.1980292668577,2213.84,-27.36,3360.06,6747.48,0.0569,-0.0005
5904,59050.0,3387.9937499999996,3387.9937499999996,44287.5,44287.5,56466.5625,32466.5625,standard,24000.0,0.0,0,3514.99,3514.99,3514.99,0,3514.99,1300.0,2000.0,1539.6185013603945,2214.99,-24.63,3363.36,6751.36,0.057,-0.0004
5905,59060.0,3388.5675,3388.5675,44295.0,44295.0,56476.125,32476.125,standard,24000.0,0.0,0,3516.14,3516.14,3516.14,0,3516.14,1300.0,2000.0,1538.0389734539303,2216.14,-21.9,3366.67,6755.24,0.057,-0.0004
5906,59070.0,3389.14125,3389.14125,44302.5,44302.5,56485.6875,32485.6875,standard,24000.0,0.0,0,3517.28,3517.28,3517.28,0,3517.28,1300.0,2000.0,1536.459445547467,2217.28,-19.18,3369.96,6759.1,0.0571,-0.0003
5907,59080.0,3389.7149999999997,3389.7149999999997,44310.0,44310.0,56495.25,32495.25,standard,24000.0,0.0,0,3518.43,3518.43,3518.43,0,3518.43,1300.0,2000.0,1534.879917641003,2218.43,-16.45,3373.26,6762.98,0.0571,-0.0003
5908,59090.0,3390.2887499999997,3390.2887499999997,44317.5,44317.5,56504.8125,32504.8125,standard,24000.0,0.0,0,3519.58,3519.58,3519.58,0,3519.58,1300.0,2000.0,1533.3003897345397,2219.58,-13.72,3376.57,6766.86,0.0571,-0.0002
5909,59100.0,3390.8625,3390.8625,44325.0,44325.0,56514.375,32514.375,standard,24000.0,0.0,0,3520.72,3520.72,3520.72,0,3520.72,1300.0,2000.0,1531.7208618280756,2220.72,-11.0,3379.86,6770.73,0.0572,-0.0002
5910,59110.0,3391.4362499999997,3391.4362499999997,44332.5,44332.5,56523.9375,32523.9375,standard,24000.0,0.0,0,3521.87,3521.87,3521.87,0,3521.87,1300.0,2000.0,1530.1413339216115,2221.87,-8.27,3383.17,6774.6,0.0572,-0.0001
5911,59120.0,3392.01,3392.01,44340.0,44340.0,56533.5,32533.5,standard,24000.0,0.0,0,3523.02,3523.02,3523.02,0,3523.02,1300.0,2000.0,1528.5618060151482,2223.02,-5.54,3386.47,6778.48,0.0573,-0.0001
5912,59130.0,3392.5837500000002,3392.5837500000002,44347.5,44347.5,56543.0625,32543.0625,standard,24000.0,0.0,0,3524.17,3524.17,3524.17,0,3524.17,1300.0,2000.0,1526.982278108684,2224.17,-2.81,3389.77,6782.36,0.0573,-0.0
5913,59140.0,3393.1575,3393.1575,44355.0,44355.0,56552.625,32552.625,standard,24000.0,0.0,0,3525.31,3525.31,3525.31,0,3525.31,1300.0,2000.0,1525.402750202221,2225.31,-0.09,3393.07,6786.22,0.0574,-0.0
5914,59150.0,3393.73125,3393.73125,44362.5,44362.5,56562.1875,32562.1875,standard,24000.0,0.0,0,3526.46,3526.46,3526.46,0,3526.46,1300.0,2000.0,1523.8232222957568,2226.46,2.64,3396.37,6790.1,0.0574,0.0
5915,59160.0,3394.3050000000003,3394.3050000000003,44370.0,44370.0,56571.75,32571.75,standard,24000.0,0.0,0,3527.61,3527.61,3527.61,0,3527.61,1300.0,2000.0,1522.2436943892935,2227.61,5.37,3399.68,6793.98,0.0575,0.0001
5916,59170.0,3394.8787500000003,3394.8787500000003,44377.5,44377.5,56581.3125,32581.3125,standard,24000.0,0.0,0,3528.76,3528.76,3528.76,0,3528.76,1300.0,2000.0,1520.6641664828294,2228.76,8.1,3402.98,6797.86,0.0575,0.0001
5917,59180.0,3395.4525,3395.4525,44385.0,44385.0,56590.875,32590.875,standard,24000.0,0.0,0,3529.9,3529.9,3529.9,0,3529.9,1300.0,2000.0,1519.0846385763662,2229.9,10.82,3406.27,6801.73,0.0576,0.0002
5918,59190.0,3396.02625,3396.02625,44392.5,44392.5,56600.4375,32600.4375,standard,24000.0,0.0,0,3531.05,3531.05,3531.05,0,3531.05,1300.0,2000.0,1517.505110669902,2231.05,13.54,3409.57,6805.59,0.0576,0.0002
5919,59200.0,3396.6000000000004,3396.6000000000004,44400.0,44400.0,56610.0,32610.0,standard,24000.0,0.0,0,3532.2,3532.2,3532.2,0,3532.2,1300.0,2000.0,1515.9255827634388,2232.2,16.27,3412.87,6809.47,0.0576,0.0003
5920,59210.0,3397.17375,3397.17375,44407.5,44407.5,56619.5625,32619.5625,standard,24000.0,0.0,0,3533.35,3533.35,3533.35,0,3533.35,1300.0,2000.0,1514.3460548569747,2233.35,19.0,3416.17,6813.35,0.0577,0.0003
5921,59220.0,3397.7475,3397.7475,44415.0,44415.0,56629.125,32629.125,standard,24000.0,0.0,0,3534.49,3534.49,3534.49,0,3534.49,1300.0,2000.0,1512.7665269505114,2234.49,21.72,3419.47,6817.22,0.0577,0.0004
5922,59230.0,3398.32125,3398.32125,44422.5,44422.5,56638.6875,32638.6875,standard,24000.0,0.0,0,3535.64,3535.64,3535.64,0,3535.64,1300.0,2000.0,1511.1869990440473,2235.64,24.45,3422.77,6821.09,0.0578,0.0004
5923,59240.0,3398.895,3398.895,44430.0,44430.0,56648.25,32648.25,standard,24000.0,0.0,0,3536.79,3536.79,3536.79,0,3536.79,1300.0,2000.0,1509.607471137584,2236.79,27.18,3426.07,6824.97,0.0578,0.0005
5924,59250.0,3399.46875,3399.46875,44437.5,44437.5,56657.8125,32657.8125,standard,24000.0,0.0,0,3537.94,3537.94,3537.94,0,3537.94,1300.0,2000.0,1508.02794323112,2237.94,29.91,3429.38,6828.85,0.0579,0.0005
5925,59260.0,3400.0425,3400.0425,44445.0,44445.0,56667.375,32667.375,standard,24000.0,0.0,0,3539.09,3539.09,3539.09,0,3539.09,1300.0,2000.0,1506.4484153246558,2239.09,32.64,3432.68,6832.73,0.0579,0.0006
5926,59270.0,3400.61625,3400.61625,44452.5,44452.5,56676.9375,32676.9375,standard,24000.0,0.0,0,3540.23,3540.23,3540.23,0,3540.23,1300.0,2000.0,1504.8688874181926,2240.23,35.36,3435.98,6836.59,0.058,0.0006
5927,59280.0,3401.19,3401.19,44460.0,44460.0,56686.5,32686.5,standard,24000.0,0.0,0,3541.38,3541.38,3541.38,0,3541.38,1300.0,2000.0,1503.2893595117284,2241.38,38.09,3439.28,6840.47,0.058,0.0006
5928,59290.0,3401.76375,3401.76375,44467.5,44467.5,56696.0625,32696.0625,standard,24000.0,0.0,0,3542.53,3542.53,3542.53,0,3542.53,1300.0,2000.0,1501.7098316052652,2242.53,40.82,3442.58,6844.35,0.0581,0.0007
5929,59300.0,3402.3374999999996,3402.3374999999996,44475.0,44475.0,56705.625,32705.625,standard,24000.0,0.0,0,3543.68,3543.68,3543.68,0,3543.68,1300.0,2000.0,1500.130303698801,2243.68,43.55,3445.89,6848.22,0.0581,0.0007
5930,59310.0,3402.91125,3402.91125,44482.5,44482.5,56715.1875,32715.1875,standard,24000.0,0.0,0,3544.82,3544.82,3544.82,0,3544.82,1300.0,2000.0,1498.5507757923378,2244.82,46.27,3449.18,6852.09,0.0582,0.0008
5931,59320.0,3403.485,3403.485,44490.0,44490.0,56724.75,32724.75,standard,24000.0,0.0,0,3545.97,3545.97,3545.97,0,3545.97,1300.0,2000.0,1496.9712478858737,2245.97,49.0,3452.49,6855.97,0.0582,0.0008
5932,59330.0,3404.0587499999997,3404.0587499999997,44497.5,44497.5,56734.3125,32734.3125,standard,24000.0,0.0,0,3547.12,3547.12,3547.12,0,3547.12,1300.0,2000.0,1495.3917199794105,2247.12,51.73,3455.79,6859.85,0.0582,0.0009
5933,59340.0,3404.6324999999997,3404.6324999999997,44505.0,44505.0,56743.875,32743.875,standard,24000.0,0.0,0,3548.26,3548.26,3548.26,0,3548.26,1300.0,2000.0,1493.8121920729463,2248.26,54.45,3459.08,6863.71,0.0583,0.0009
5934,59350.0,3405.20625,3405.20625,44512.5,44512.5,56753.4375,32753.4375,standard,24000.0,0.0,0,3549.41,3549.41,3549.41,0,3549.41,1300.0,2000.0,1492.2326641664831,2249.41,57.18,3462.39,6867.59,0.0583,0.001
5935,59360.0,3405.7799999999997,3405.7799999999997,44520.0,44520.0,56763.0,32763.0,standard,24000.0,0.0,0,3550.56,3550.56,3550.56,0,3550.56,1300.0,2000.0,1490.653136260019,2250.56,59.91,3465.69,6871.47,0.0584,0.001
5936,59370.0,3406.35375,3406.35375,44527.5,44527.5,56772.5625,32772.5625,standard,24000.0,0.0,0,3551.71,3551.71,3551.71,0,3551.71,1300.0,2000.0,1489.0736083535558,2251.71,62.64,3468.99,6875.35,0.0584,0.0011
5937,59380.0,3406.9275000000002,3406.9275000000002,44535.0,44535.0,56782.125,32782.125,standard,24000.0,0.0,0,3552.86,3552.86,3552.86,0,3552.86,1300.0,2000.0,1487.4940804470916,2252.86,65.37,3472.3,6879.23,0.0585,0.0011
5938,59390.0,3407.50125,3407.50125,44542.5,44542.5,56791.6875,32791.6875,standard,24000.0,0.0,0,3554.0,3554.0,3554.0,0,3554.0,1300.0,2000.0,1485.9145525406284,2254.0,68.09,3475.59,6883.09,0.0585,0.0011
5939,59400.0,3408.075,3408.075,44550.0,44550.0,56801.25,32801.25,standard,24000.0,0.0,0,3555.15,3555.15,3555.15,0,3555.15,1300.0,2000.0,1484.3350246341643,2255.15,70.81,3478.88,6886.96,0.0586,0.0012
