StateCode,State,CongressionalDistrict,County,SubPopulation,TotalPopulation,PercentofCD,PercentofTotal
29,MO,6,Shelby MO,1201.453,6373,0.0091,0.1885
29,MO,6,Sullivan MO,1254.06,6714,0.0095,0.1868
29,MO,6,Worth MO,473.176,2171,0.0036,0.218
29,MO,7,Barry MO,8029.435,35597,0.0525,0.2256
29,MO,7,Christian MO,14921.821,77422,0.0976,0.1927
29,MO,7,Greene MO,56541.082,275174,0.37,0.2055
29,MO,7,Jasper MO,22036.652,117404,0.1442,0.1877
29,MO,7,Lawrence MO,7859.737,38634,0.0514,0.2034
29,MO,7,McDonald MO,5261.95,23083,0.0344,0.228
29,MO,7,Newton MO,10985.337,58114,0.0719,0.189
29,MO,7,Polk MO,6379.536,31137,0.0417,0.2049
29,MO,7,Stone MO,7344.27,32202,0.0481,0.2281
29,MO,7,Taney MO,11899.345,51675,0.0779,0.2303
29,MO,7,Webster MO,1550.164084,8171.53,0.0101,0.1897
29,MO,8,Bollinger MO,2452.719,12363,0.017,0.1984
29,MO,8,Butler MO,8330.694,42794,0.0578,0.1947
29,MO,8,Cape Girardeau MO,14822.284,75674,0.1029,0.1959
29,MO,8,Carter MO,1229.398,6265,0.0085,0.1962
29,MO,8,Crawford MO,4840.135,24696,0.0336,0.196
29,MO,8,Dent MO,3064.398,15657,0.0213,0.1957
29,MO,8,Douglas MO,2688.803,13684,0.0187,0.1965
29,MO,8,Dunklin MO,6180.957,31953,0.0429,0.1934
29,MO,8,Howell MO,7890.506,40400,0.0548,0.1953
29,MO,8,Iron MO,1964.673,10630,0.0136,0.1848
29,MO,8,Jefferson MO,9430.0343,60494.111,0.0655,0.1559
29,MO,8,Madison MO,2207.691,12226,0.0153,0.1806
29,MO,8,Mississippi MO,2813.785,14358,0.0195,0.196
29,MO,8,New Madrid MO,3695.122,18956,0.0257,0.1949
29,MO,8,Oregon MO,2135.965,10881,0.0148,0.1963
29,MO,8,Ozark MO,1909.804,9723,0.0133,0.1964
29,MO,8,Pemiscot MO,3585.303,18296,0.0249,0.196
29,MO,8,Perry MO,3705.007,18971,0.0257,0.1953
29,MO,8,Phelps MO,8798.816,45156,0.0611,0.1949
29,MO,8,Reynolds MO,1316.01,6696,0.0091,0.1965
29,MO,8,Ripley MO,2729.852,14100,0.019,0.1936
29,MO,8,Scott MO,7742.71,39191,0.0538,0.1976
29,MO,8,Shannon MO,1658.514,8441,0.0115,0.1965
29,MO,8,St. Francois MO,12707.098,65359,0.0882,0.1944
29,MO,8,Ste. Genevieve MO,3527.875,18145,0.0245,0.1944
29,MO,8,Stoddard MO,6203.528,29968,0.0431,0.207
29,MO,8,Texas MO,5101.187,26008,0.0354,0.1961
29,MO,8,Washington MO,5012.259,25195,0.0348,0.1989
29,MO,8,Wayne MO,2616.764,13521,0.0182,0.1935
29,MO,8,Wright MO,3668.834,18815,0.0255,0.195
30,MT,0,Beaverhead MT,2426.024,9246,0.0116,0.2624
30,MT,0,Big Horn MT,2381.164,12865,0.0114,0.1851
30,MT,0,Blaine MT,1090.684,6491,0.0052,0.168
30,MT,0,Broadwater MT,964.681,5612,0.0046,0.1719
30,MT,0,Carbon MT,2034.93,10078,0.0097,0.2019
30,MT,0,Carter MT,214.598,1160,0.001,0.185
30,MT,0,Cascade MT,13413.736,81327,0.0643,0.1649
30,MT,0,Chouteau MT,965.44,5813,0.0046,0.1661
30,MT,0,Custer MT,2107.77,11699,0.0101,0.1802
30,MT,0,Daniels MT,323.102,1751,0.0015,0.1845
30,MT,0,Dawson MT,1644.632,8966,0.0079,0.1834
30,MT,0,Deer Lodge MT,1620.627,9298,0.0078,0.1743
30,MT,0,Fallon MT,528.612,2890,0.0025,0.1829
30,MT,0,Fergus MT,2103.418,11586,0.0101,0.1815
30,MT,0,Flathead MT,22716.419,90928,0.1088,0.2498
30,MT,0,Gallatin MT,24450.4,89513,0.1171,0.2731
30,MT,0,Garfield MT,223.686,1206,0.0011,0.1855
30,MT,0,Glacier MT,2575.268,13399,0.0123,0.1922
30,MT,0,Golden Valley MT,164.89,884,8.00E-04,0.1865
30,MT,0,Granite MT,557.67,3079,0.0027,0.1811
30,MT,0,Hill MT,2722.146,16096,0.013,0.1691
30,MT,0,Jefferson MT,2034.128,11406,0.0097,0.1783
30,MT,0,Judith Basin MT,352.254,2072,0.0017,0.17
30,MT,0,Lake MT,6877.036,28746,0.0329,0.2392
30,MT,0,Lewis and Clark MT,11031.482,63395,0.0529,0.174
30,MT,0,Liberty MT,386.176,2339,0.0019,0.1651
30,MT,0,Lincoln MT,4928.373,19687,0.0236,0.2503
30,MT,0,Madison MT,2013.852,7691,0.0096,0.2618
30,MT,0,McCone MT,314.014,1734,0.0015,0.1811
30,MT,0,Meagher MT,479.778,1891,0.0023,0.2537
30,MT,0,Mineral MT,1046.574,4223,0.005,0.2478
30,MT,0,Missoula MT,26668.521,109299,0.1278,0.244
30,MT,0,Musselshell MT,833.538,4538,0.004,0.1837
30,MT,0,Park MT,4261.536,15636,0.0204,0.2725
30,MT,0,Petroleum MT,92.422,494,4.00E-04,0.1871
30,MT,0,Phillips MT,783.83,4253,0.0038,0.1843
30,MT,0,Pondera MT,1028.062,6153,0.0049,0.1671
30,MT,0,Powder River MT,314.014,1743,0.0015,0.1802
30,MT,0,Powell MT,1224.278,7027,0.0059,0.1742
30,MT,0,Prairie MT,214.598,1179,0.001,0.182
30,MT,0,Ravalli MT,9835.884,40212,0.0471,0.2446
30,MT,0,Richland MT,1777.99,9746,0.0085,0.1824
30,MT,0,Roosevelt MT,1908.938,10425,0.0091,0.1831
30,MT,0,Rosebud MT,1678.574,9233,0.008,0.1818
30,MT,0,Sanders MT,2736.746,11413,0.0131,0.2398
30,MT,0,Sheridan MT,621.35,3384,0.003,0.1836
30,MT,0,Silver Bow MT,5931.328,34200,0.0284,0.1734
30,MT,0,Stillwater MT,1828.664,9117,0.0088,0.2006
30,MT,0,Sweet Grass MT,750.472,3651,0.0036,0.2056
30,MT,0,Teton MT,1013.712,6073,0.0049,0.1669
30,MT,0,Toole MT,917.168,5324,0.0044,0.1723
30,MT,0,Treasure MT,124.27,718,6.00E-04,0.1731
30,MT,0,Valley MT,1317.262,7369,0.0063,0.1788
30,MT,0,Wheatland MT,399.046,2168,0.0019,0.1841
30,MT,0,Wibaux MT,189.744,1017,9.00E-04,0.1866
30,MT,0,Yellowstone MT,27580.433,147972,0.1321,0.1864
31,NE,1,Burt NE,1268.101,6858,0.0123,0.1849
31,NE,1,Butler NE,1350.357,8395,0.0131,0.1609
31,NE,1,Cass NE,4016.29,25241,0.0391,0.1591
31,NE,1,Colfax NE,1953.561,10515,0.019,0.1858
31,NE,1,Cuming NE,1713.65,9139,0.0167,0.1875
31,NE,1,Dixon NE,49.35312,273.04,5.00E-04,0.1808
31,NE,1,Dodge NE,5791.82,36691,0.0564,0.1579
31,NE,1,Lancaster NE,51335.969,285407,0.4996,0.1799
31,NE,1,Madison NE,6409.051,34876,0.0624,0.1838
31,NE,1,Otoe NE,2570.825,15740,0.025,0.1633
31,NE,1,Platte NE,5973.552,32237,0.0581,0.1853
31,NE,1,Polk NE,894.2,5406,0.0087,0.1654
31,NE,1,Sarpy NE,7849.321343,67168.441,0.0764,0.1169
31,NE,1,Saunders NE,3269.282,20780,0.0318,0.1573
31,NE,1,Seward NE,2682.6,16750,0.0261,0.1602
31,NE,1,Stanton NE,1141.059,6129,0.0111,0.1862
31,NE,1,Thurston NE,1302.374,6940,0.0127,0.1877
31,NE,1,Washington NE,3186.608,20234,0.031,0.1575
31,NE,2,Douglas NE,93999.43,517110,0.8963,0.1818
31,NE,2,Sarpy NE,10876.19366,91671.559,0.1037,0.1186
31,NE,3,Adams NE,5883.952,31364,0.0496,0.1876
31,NE,3,Antelope NE,1199.555,6685,0.0101,0.1794
31,NE,3,Arthur NE,90.552,460,8.00E-04,0.1969
31,NE,3,Banner NE,139.818,690,0.0012,0.2026
31,NE,3,Blaine NE,88.252,478,7.00E-04,0.1846
31,NE,3,Boone NE,993.917,5505,0.0084,0.1805
31,NE,3,Box Butte NE,2376.906,11308,0.02,0.2102
31,NE,3,Boyd NE,442.757,2099,0.0037,0.2109
31,NE,3,Brown NE,652.484,3145,0.0055,0.2075
31,NE,3,Buffalo NE,8771.648,46102,0.0739,0.1903
31,NE,3,Cedar NE,1610.831,8852,0.0136,0.182
31,NE,3,Chase NE,837.606,3966,0.0071,0.2112
31,NE,3,Cherry NE,1188.453,5713,0.01,0.208
31,NE,3,Cheyenne NE,2073.967,9998,0.0175,0.2074
31,NE,3,Clay NE,1259.296,6542,0.0106,0.1925
31,NE,3,Custer NE,2250.426,10939,0.019,0.2057
31,NE,3,Dakota NE,3917.172,21006,0.033,0.1865
31,NE,3,Dawes NE,1910.846,9182,0.0161,0.2081
31,NE,3,Dawson NE,5184.102,24326,0.0437,0.2131
31,NE,3,Deuel NE,419.454,1941,0.0035,0.2161
31,NE,3,Dixon NE,1047.38288,5726.96,0.0088,0.1829
31,NE,3,Dundy NE,430.122,2008,0.0036,0.2142
31,NE,3,Fillmore NE,938.91,5890,0.0079,0.1594
31,NE,3,Franklin NE,607.936,3225,0.0051,0.1885
31,NE,3,Frontier NE,588.588,2756,0.005,0.2136
31,NE,3,Furnas NE,1063.986,4959,0.009,0.2146
31,NE,3,Gage NE,3532.09,22311,0.0298,0.1583
31,NE,3,Garden NE,419.454,2057,0.0035,0.2039
31,NE,3,Garfield NE,441.26,2049,0.0037,0.2154
31,NE,3,Gosper NE,430.122,2044,0.0036,0.2104
31,NE,3,Grant NE,135.828,614,0.0011,0.2212
31,NE,3,Greeley NE,529.512,2538,0.0045,0.2086
31,NE,3,Hall NE,12024.335,58607,0.1014,0.2052
31,NE,3,Hamilton NE,1853.292,9124,0.0156,0.2031
31,NE,3,Harlan NE,673.072,3423,0.0057,0.1966
31,NE,3,Hayes NE,203.742,967,0.0017,0.2107
31,NE,3,Hitchcock NE,633.864,2908,0.0053,0.218
31,NE,3,Holt NE,2143.876,10435,0.0181,0.2055
31,NE,3,Hooker NE,158.466,736,0.0013,0.2153
31,NE,3,Howard NE,1279.654,6274,0.0108,0.204
31,NE,3,Jefferson NE,1229.525,7547,0.0104,0.1629
31,NE,3,Johnson NE,849.49,5217,0.0072,0.1628
31,NE,3,Kearney NE,1215.872,6489,0.0102,0.1874
31,NE,3,Keith NE,1811.04,8368,0.0153,0.2164
31,NE,3,Keya Paha NE,163.121,824,0.0014,0.198
31,NE,3,Kimball NE,792.302,3821,0.0067,0.2074
31,NE,3,Knox NE,1610.831,8701,0.0136,0.1851
31,NE,3,Lincoln NE,7651.644,36288,0.0645,0.2109
31,NE,3,Logan NE,158.466,763,0.0013,0.2077
31,NE,3,Loup NE,132.378,632,0.0011,0.2095
31,NE,3,McPherson NE,113.19,539,0.001,0.21
31,NE,3,Merrick NE,1610.599,7845,0.0136,0.2053
31,NE,3,Morrill NE,1048.635,5042,0.0088,0.208
31,NE,3,Nance NE,685.46,3735,0.0058,0.1835
31,NE,3,Nemaha NE,1184.815,7248,0.01,0.1635
31,NE,3,Nuckolls NE,868.48,4500,0.0073,0.193
31,NE,3,Pawnee NE,447.1,2773,0.0038,0.1612
31,NE,3,Perkins NE,656.502,2970,0.0055,0.221
31,NE,3,Phelps NE,1758.672,9188,0.0148,0.1914
31,NE,3,Pierce NE,1370.92,7266,0.0116,0.1887
31,NE,3,Red Willow NE,2354.352,11055,0.0198,0.213
31,NE,3,Richardson NE,1341.3,8363,0.0113,0.1604
31,NE,3,Rock NE,302.939,1526,0.0026,0.1985
31,NE,3,Saline NE,2280.21,14200,0.0192,0.1606
31,NE,3,Scotts Bluff NE,7689.99,36970,0.0648,0.208
31,NE,3,Sheridan NE,1165.15,5469,0.0098,0.213
31,NE,3,Sherman NE,661.89,3152,0.0056,0.21
31,NE,3,Sioux NE,256.333,1311,0.0022,0.1955
31,NE,3,Thayer NE,827.135,5228,0.007,0.1582
31,NE,3,Thomas NE,135.828,647,0.0011,0.2099
31,NE,3,Valley NE,882.52,4260,0.0074,0.2072
31,NE,3,Wayne NE,1816.469,9595,0.0153,0.1893
31,NE,3,Webster NE,716.496,3812,0.006,0.188
31,NE,3,Wheeler NE,176.504,818,0.0015,0.2158
31,NE,3,York NE,2235.5,13665,0.0188,0.1636
32,NV,1,Clark NV,180483.7233,675140.756,1,0.2673
32,NV,2,Carson City NV,11857.65,55274,0.0799,0.2145
32,NV,2,Churchill NV,4496.74,24877,0.0303,0.1808
32,NV,2,Douglas NV,10062.063,46997,0.0678,0.2141
32,NV,2,Elko NV,8900.444,48818,0.06,0.1823
32,NV,2,Eureka NV,372.144,1987,0.0025,0.1873
32,NV,2,Humboldt NV,3039.176,16528,0.0205,0.1839
32,NV,2,Lander NV,1054.408,5775,0.0071,0.1826
32,NV,2,Lyon NV,9107.35278,42708.336,0.0614,0.2132
32,NV,2,Pershing NV,1240.48,6753,0.0084,0.1837
32,NV,2,Storey NV,846.975,4010,0.0057,0.2112
32,NV,2,Washoe NV,97347.505,421407,0.6563,0.231
32,NV,3,Clark NV,138173.7822,675138.407,1,0.2047
32,NV,4,Clark NV,128905.2635,600989.837,0.902,0.2145
32,NV,4,Esmeralda NV,155.06,783,0.0011,0.198
32,NV,4,Lincoln NV,961.372,5345,0.0067,0.1799
32,NV,4,Lyon NV,2038.83822,9271.664,0.0143,0.2199
32,NV,4,Mineral NV,899.348,4772,0.0063,0.1885
32,NV,4,Nye NV,8094.132,43946,0.0566,0.1842
32,NV,4,White Pine NV,1860.72,10030,0.013,0.1855
33,NH,1,Belknap NH,10063.26271,58992.304,0.104,0.1706
33,NH,1,Carroll NH,8149.805,47818,0.0842,0.1704
33,NH,1,Grafton NH,566.23788,3334.176,0.0059,0.1698
33,NH,1,Hillsborough NH,24660.399,173913,0.2549,0.1418
33,NH,1,Merrimack NH,1560.84,13451,0.0161,0.116
33,NH,1,Rockingham NH,30037.605,237583,0.3104,0.1264
33,NH,1,Strafford NH,21725.415,123143,0.2245,0.1764
33,NH,2,Belknap NH,186.222288,1095.696,0.0021,0.17
33,NH,2,Cheshire NH,11463.66,77117,0.1281,0.1487
33,NH,2,Coos NH,5475.6,33055,0.0612,0.1657
33,NH,2,Grafton NH,14157.04212,85783.824,0.1582,0.165
33,NH,2,Hillsborough NH,26441.127,226808,0.2954,0.1166
33,NH,2,Merrimack NH,18146.96,132994,0.2027,0.1364
33,NH,2,Rockingham NH,7125.37,57640,0.0796,0.1236
33,NH,2,Sullivan NH,6512.22,43742,0.0728,0.1489
34,NJ,1,Burlington NJ,2569.725,26529,0.026,0.0969
34,NJ,1,Camden NJ,73436.433,503008,0.7419,0.146
34,NJ,1,Gloucester NJ,22980.38197,203123.105,0.2322,0.1131
34,NJ,2,Atlantic NJ,44310.228,274549,0.3819,0.1614
34,NJ,2,Burlington NJ,277.661952,2131.392,0.0024,0.1303
34,NJ,2,Camden NJ,1372.176,10649,0.0118,0.1289
34,NJ,2,Cape May NJ,13365.13,97265,0.1152,0.1374
34,NJ,2,Cumberland NJ,33351,156898,0.2875,0.2126
34,NJ,2,Gloucester NJ,9551.578026,85164.895,0.0823,0.1122
34,NJ,2,Ocean NJ,4403.064272,39915.353,0.038,0.1103
34,NJ,2,Salem NJ,9380.17,66083,0.0809,0.1419
34,NJ,3,Burlington NJ,46788.37605,420073.608,0.5382,0.1114
34,NJ,3,Ocean NJ,40140.11182,312582.209,0.4618,0.1284
34,NJ,4,Mercer NJ,13489.635,102106,0.1375,0.1321
34,NJ,4,Monmouth NJ,57872.47952,406479.95,0.5897,0.1424
34,NJ,4,Ocean NJ,26773.0579,224069.438,0.2728,0.1195
34,NJ,5,Bergen NJ,77651.51162,526087.024,0.7625,0.1476
34,NJ,5,Passaic NJ,4828.482,38078,0.0474,0.1268
34,NJ,5,Sussex NJ,11315.136,100026,0.1111,0.1131
34,NJ,5,Warren NJ,8047.329,68465,0.079,0.1175
34,NJ,6,Middlesex NJ,87829.92685,508760.818,0.7449,0.1726
34,NJ,6,Monmouth NJ,30084.78248,223900.05,0.2551,0.1344
34,NJ,7,Essex NJ,3403.786,20149,0.0365,0.1689
34,NJ,7,Hunterdon NJ,16033.002,128349,0.1718,0.1249
34,NJ,7,Morris NJ,13334.644,124775,0.1428,0.1069
34,NJ,7,Somerset NJ,29861.18,235835,0.3199,0.1266
34,NJ,7,Union NJ,26013.32062,183323.857,0.2787,0.1419
34,NJ,7,Warren NJ,4703.81,40227,0.0504,0.1169
34,NJ,8,Bergen NJ,3660.24,13835,0.0192,0.2646
34,NJ,8,Essex NJ,47160.39813,159685.272,0.248,0.2953
34,NJ,8,Hudson NJ,105432.3584,434170.548,0.5544,0.2428
34,NJ,8,Union NJ,33918.028,124969,0.1784,0.2714
34,NJ,9,Bergen NJ,72417.07638,365193.976,0.4584,0.1983
34,NJ,9,Hudson NJ,8468.116436,34379.344,0.0536,0.2463
34,NJ,9,Passaic NJ,77103.266,333090,0.488,0.2315
34,NJ,10,Essex NJ,80304.87267,418270.636,0.5599,0.192
34,NJ,10,Hudson NJ,35563.48519,165716.108,0.2479,0.2146
34,NJ,10,Union NJ,27566.09838,148663.575,0.1922,0.1854
34,NJ,11,Essex NJ,23505.5382,185864.092,0.2469,0.1265
34,NJ,11,Morris NJ,48687.452,367501,0.5114,0.1325
34,NJ,11,Passaic NJ,17420.089,130058,0.183,0.1339
34,NJ,11,Sussex NJ,5590.216,49239,0.0587,0.1135
34,NJ,12,Mercer NJ,38494.586,264407,0.3712,0.1456
34,NJ,12,Middlesex NJ,42391.23315,301097.182,0.4088,0.1408
34,NJ,12,Somerset NJ,9869.583,87609,0.0952,0.1127
34,NJ,12,Union NJ,12949.40801,79542.568,0.1249,0.1628
35,NM,1,Bernalillo NM,117971.6186,632619.52,0.9198,0.1865
35,NM,1,Sandoval NM,3474.959036,20599.184,0.0271,0.1687
35,NM,1,Santa Fe NM,1355.828676,5388.874,0.0106,0.2516
35,NM,1,Torrance NM,3554.1,16383,0.0277,0.2169
35,NM,1,Valencia NM,1900.307722,11404.567,0.0148,0.1666
35,NM,2,Bernalillo NM,499.404,2489,0.0036,0.2006
35,NM,2,Catron NM,805.596,3725,0.0057,0.2163
35,NM,2,Chaves NM,12470.085,65645,0.0888,0.19
35,NM,2,Cibola NM,3465.633,27213,0.0247,0.1274
35,NM,2,DeBaca NM,413.178,2022,0.0029,0.2043
35,NM,2,Dona Ana NM,50280.565,209233,0.3582,0.2403
35,NM,2,Eddy NM,10353.06,53829,0.0738,0.1923
35,NM,2,Grant NM,6349.992,29514,0.0452,0.2152
35,NM,2,Guadalupe NM,901.872,4687,0.0064,0.1924
35,NM,2,Hidalgo NM,1066.23,4894,0.0076,0.2179
35,NM,2,Lea NM,12551.94,64727,0.0894,0.1939
35,NM,2,Lincoln NM,4241.375,20497,0.0302,0.2069
35,NM,2,Luna NM,5449.62,25095,0.0388,0.2172
35,NM,2,McKinley NM,891.03711,6996.759,0.0063,0.1273
35,NM,2,Otero NM,12067.395,63797,0.086,0.1892
35,NM,2,Roosevelt NM,1450.17039,7007.642,0.0103,0.2069
35,NM,2,Sierra NM,2630.034,11988,0.0187,0.2194
35,NM,2,Socorro NM,3862.122,17866,0.0275,0.2162
35,NM,2,Valencia NM,10627.41628,65164.433,0.0757,0.1631
35,NM,3,Bernalillo NM,4402.8634,27455.48,0.0342,0.1604
35,NM,3,Colfax NM,2822.562,13750,0.0219,0.2053
35,NM,3,Curry NM,9986.133,48376,0.0776,0.2064
35,NM,3,Harding NM,147.639,695,0.0011,0.2124
35,NM,3,Los Alamos NM,4196.892,17950,0.0326,0.2338
35,NM,3,McKinley NM,8214.57489,64495.241,0.0638,0.1274
35,NM,3,Mora NM,979.32,4881,0.0076,0.2006
35,NM,3,Quay NM,1859.829,9041,0.0144,0.2057
35,NM,3,Rio Arriba NM,8168.388,40246,0.0634,0.203
35,NM,3,Roosevelt NM,2641.66461,12838.358,0.0205,0.2058
35,NM,3,San Juan NM,18070.53,130044,0.1403,0.139
35,NM,3,San Miguel NM,5913.32,29393,0.0459,0.2012
35,NM,3,Sandoval NM,18627.85496,110961.816,0.1447,0.1679
35,NM,3,Santa Fe NM,35137.75032,138781.126,0.2729,0.2532
35,NM,3,Taos NM,6657.16,32937,0.0517,0.2021
35,NM,3,Union NM,932.994,4549,0.0072,0.2051
36,NY,1,Suffolk NY,100586.3977,717709.021,1,0.1401
36,NY,2,Nassau NY,17762.61088,182327.856,0.1777,0.0974
36,NY,2,Suffolk NY,82206.75,535380,0.8223,0.1535
36,NY,3,Nassau NY,51890.34872,357229.395,0.5067,0.1453
36,NY,3,Queens NY,21562.64934,120214.252,0.2105,0.1794
36,NY,3,Suffolk NY,28958.07232,240260.979,0.2828,0.1205
36,NY,4,Nassau NY,104857.5672,717708.053,1,0.1461
36,NY,5,Nassau NY,11556.23619,82266.696,0.0953,0.1405
36,NY,5,Queens NY,109675.0315,635444.384,0.9047,0.1726
36,NY,6,Queens NY,140873.4607,717701.259,1,0.1963
36,NY,7,Kings NY,109614.2482,504428.551,0.7371,0.2173
36,NY,7,New York NY,18105.49409,97772.275,0.1218,0.1852
36,NY,7,Queens NY,20982.39088,115504.265,0.1411,0.1817
36,NY,8,Kings NY,98191.93382,670530.992,0.9176,0.1464
36,NY,8,Queens NY,8819.328552,47177.038,0.0824,0.1869
36,NY,9,Kings NY,120872.6761,717707.36,1,0.1684
36,NY,10,Kings NY,49302.48966,298899.302,0.426,0.1649
36,NY,10,New York NY,66431.76971,418797.812,0.574,0.1586
36,NY,11,Kings NY,35448.66597,248981.022,0.4223,0.1424
36,NY,11,Richmond NY,48499.266,468730,0.5777,0.1035
36,NY,12,Kings NY,12536.25824,64152.773,0.1101,0.1954
36,NY,12,New York NY,73627.41784,537784.74,0.6469,0.1369
36,NY,12,Queens NY,27655.14086,115771.287,0.243,0.2389
36,NY,13,Bronx NY,30673.88291,186199.277,0.2287,0.1647
36,NY,13,New York NY,103435.9353,531513.903,0.7713,0.1946
36,NY,14,Bronx NY,36986.9533,238808.357,0.2147,0.1549
36,NY,14,Queens NY,135282.4362,478909.515,0.7853,0.2825
36,NY,15,Bronx NY,128196.0805,717702.218,1,0.1786
36,NY,16,Bronx NY,32336.67732,242398.148,0.3053,0.1334
36,NY,16,Westchester NY,73570.59896,475304.643,0.6947,0.1548
36,NY,17,Rockland NY,38163.671,311687,0.3591,0.1224
36,NY,17,Westchester NY,68118.57718,406025.987,0.6409,0.1678
36,NY,18,Dutchess NY,25001.85319,177401.26,0.2659,0.1409
36,NY,18,Orange NY,44760.527,372813,0.476,0.1201
36,NY,18,Putnam NY,14783.787,99710,0.1572,0.1483
36,NY,18,Westchester NY,9485.44186,67782.37,0.1009,0.1399
36,NY,19,Broome NY,249.42624,2310.72,0.0025,0.1079
36,NY,19,Columbia NY,8815.52,63096,0.0887,0.1397
36,NY,19,Delaware NY,6006.911,47980,0.0604,0.1252
36,NY,19,Dutchess NY,17118.98381,120086.74,0.1722,0.1426
36,NY,19,Greene NY,6910.738,49221,0.0695,0.1404
36,NY,19,Montgomery NY,1907.40408,15612.132,0.0192,0.1222
36,NY,19,Otsego NY,7862.579,62259,0.0791,0.1263
36,NY,19,Rensselaer NY,6132.53889,64350.994,0.0617,0.0953
36,NY,19,Schoharie NY,4119.491,32749,0.0414,0.1258
36,NY,19,Sullivan NY,12275.78,77547,0.1235,0.1583
36,NY,19,Ulster NY,28023.466,182493,0.2819,0.1536
36,NY,20,Albany NY,33927.715,304204,0.4191,0.1115
36,NY,20,Montgomery NY,4191.55392,34606.868,0.0518,0.1211
36,NY,20,Rensselaer NY,9152.73111,95078.006,0.1131,0.0963
36,NY,20,Saratoga NY,12108.31615,129093.846,0.1496,0.0938
36,NY,20,Schenectady NY,21570.315,154727,0.2665,0.1394
36,NY,21,Clinton NY,12470.442,82128,0.1368,0.1518
36,NY,21,Essex NY,6006.282,39370,0.0659,0.1526
36,NY,21,Franklin NY,7756.992,51599,0.0851,0.1503
36,NY,21,Fulton NY,6729.441,55531,0.0738,0.1212
36,NY,21,Hamilton NY,700.284,4836,0.0077,0.1448
36,NY,21,Herkimer NY,944.155877,9545.399,0.0104,0.0989
36,NY,21,Jefferson NY,13643.1,116229,0.1496,0.1174
36,NY,21,Lewis NY,3180.6,27087,0.0349,0.1174
36,NY,21,Saratoga NY,8536.118846,90513.154,0.0936,0.0943
36,NY,21,St. Lawrence NY,15644.226,111944,0.1716,0.1398
36,NY,21,Warren NY,7925.13,65707,0.0869,0.1206
36,NY,21,Washington NY,7644.87,63216,0.0838,0.1209
36,NY,22,Broome NY,24993.54676,198289.28,0.3186,0.126
36,NY,22,Chenango NY,6608.126,50477,0.0842,0.1309
36,NY,22,Cortland NY,6335.598,49336,0.0808,0.1284
36,NY,22,Herkimer NY,5545.455123,54973.601,0.0707,0.1009
36,NY,22,Madison NY,6838.44,73442,0.0872,0.0931
36,NY,22,Oneida NY,21982.876,234878,0.2802,0.0936
36,NY,22,Oswego NY,5029.605312,45225.096,0.0641,0.1112
36,NY,22,Tioga NY,1110.660712,11083.632,0.0142,0.1002
36,NY,23,Allegany NY,6867.859,48946,0.071,0.1403
36,NY,23,Cattaraugus NY,11271.262,80317,0.1165,0.1403
36,NY,23,Chautauqua NY,15323.048,134905,0.1583,0.1136
36,NY,23,Chemung NY,8941.976,88830,0.0924,0.1007
36,NY,23,Ontario NY,5168.98025,45172.65,0.0534,0.1144
36,NY,23,Schuyler NY,1837.65,18343,0.019,0.1002
36,NY,23,Seneca NY,6197.717,35251,0.064,0.1758
36,NY,23,Steuben NY,11928.601,98990,0.1233,0.1205
36,NY,23,Tioga NY,3956.365288,40041.368,0.0409,0.0988
36,NY,23,Tompkins NY,22149.629,101564,0.2289,0.2181
36,NY,23,Yates NY,3133.074,25348,0.0324,0.1236
36,NY,24,Cayuga NY,9363.625,80026,0.1215,0.117
36,NY,24,Onondaga NY,49717.54,467026,0.6452,0.1065
36,NY,24,Oswego NY,8624.726688,76883.904,0.1119,0.1122
36,NY,24,Wayne NY,9347.318,93772,0.1213,0.0997
36,NY,25,Monroe NY,80803.51126,717705.392,1,0.1126
36,NY,26,Erie NY,69578.26012,635959.339,0.8897,0.1094
36,NY,26,Niagara NY,8628.14724,81745.414,0.1103,0.1055
36,NY,27,Erie NY,23330.52488,283080.661,0.312,0.0824
36,NY,27,Genesee NY,7495.605,60079,0.1003,0.1248
36,NY,27,Livingston NY,9992.785,65393,0.1337,0.1528
36,NY,27,Monroe NY,2494.272736,26638.608,0.0334,0.0936
36,NY,27,Niagara NY,12540.38976,134723.586,0.1677,0.0931
36,NY,27,Ontario NY,7133.99575,62758.35,0.0954,0.1137
36,NY,27,Orleans NY,5304.582,42883,0.0709,0.1237
36,NY,27,Wyoming NY,6474.664,42155,0.0866,0.1536
37,NC,1,Beaufort NC,1358.208924,6414.254,0.0089,0.2117
37,NC,1,Bertie NC,5068.276,21282,0.0333,0.2381
37,NC,1,Chowan NC,1893.427939,9033.617,0.0124,0.2096
37,NC,1,Craven NC,4439.896785,24213.778,0.0292,0.1834
37,NC,1,Durham NC,37622.55232,159692.559,0.2472,0.2356
37,NC,1,Edgecombe NC,7455.013764,38446.593,0.049,0.1939
37,NC,1,Franklin NC,3736.723297,18773.737,0.0246,0.199
37,NC,1,Gates NC,749.532917,3595.569,0.0049,0.2085
37,NC,1,Granville NC,6358.211412,34395.954,0.0418,0.1849
37,NC,1,Greene NC,2591.088636,11819.468,0.017,0.2192
37,NC,1,Halifax NC,10045.736,54691,0.066,0.1837
37,NC,1,Hertford NC,4501.014,24669,0.0296,0.1825
37,NC,1,Lenoir NC,5985.871671,27462.396,0.0393,0.218
