StateCode,State,CongressionalDistrict,County,SubPopulation,TotalPopulation,PercentofCD,PercentofTotal
1,AL,2,Crenshaw AL,2621.12,13906,0.021,0.1885
1,AL,2,Dale AL,8852.75,50251,0.071,0.1762
1,AL,2,Elmore AL,13938.685,79303,0.1119,0.1758
1,AL,2,Geneva AL,4880.499,26790,0.0392,0.1822
1,AL,2,Henry AL,3296.08,17302,0.0265,0.1905
1,AL,2,Houston AL,17828.562,101547,0.1431,0.1756
1,AL,2,Montgomery AL,26725.7808,145994.734,0.2145,0.1831
1,AL,2,Pike AL,6677.97,32899,0.0536,0.203
1,AL,3,Calhoun AL,18949.032,118572,0.1528,0.1598
1,AL,3,Chambers AL,6360.836,34215,0.0513,0.1859
1,AL,3,Cherokee AL,4429.286216,24215.624,0.0357,0.1829
1,AL,3,Clay AL,2539.322,13932,0.0205,0.1823
1,AL,3,Cleburne AL,2716.484,14972,0.0219,0.1814
1,AL,3,Lee AL,26046.02,140247,0.21,0.1857
1,AL,3,Macon AL,4415.242,21452,0.0356,0.2058
1,AL,3,Montgomery AL,5749.873953,31855.57,0.0464,0.1805
1,AL,3,Randolph AL,4192.834,22913,0.0338,0.183
1,AL,3,Russell AL,10784.696,52947,0.0869,0.2037
1,AL,3,St. Clair AL,15122.989,83593,0.1219,0.1809
1,AL,3,Talladega AL,15117.824,82291,0.1219,0.1837
1,AL,3,Tallapoosa AL,7623.292,41616,0.0615,0.1832
1,AL,4,Blount AL,889.942715,4889.69,0.0068,0.182
1,AL,4,Cherokee AL,324.560784,1773.376,0.0025,0.183
1,AL,4,Colbert AL,9820.884,54428,0.0752,0.1804
1,AL,4,Cullman AL,15982.806,80406,0.1224,0.1988
1,AL,4,DeKalb AL,13796.502,71109,0.1057,0.194
1,AL,4,Etowah AL,21835.814,104430,0.1673,0.2091
1,AL,4,Fayette AL,3191.158,17241,0.0244,0.1851
1,AL,4,Franklin AL,5851.926,31704,0.0448,0.1846
1,AL,4,Jackson AL,39.50487,203.007,3.00E-04,0.1946
1,AL,4,Lamar AL,2710.212,14564,0.0208,0.1861
1,AL,4,Lawrence AL,6315.008,34339,0.0484,0.1839
1,AL,4,Marion AL,5679.236,30776,0.0435,0.1845
1,AL,4,Marshall AL,17416.666,93019,0.1334,0.1872
1,AL,4,Tuscaloosa AL,10069.88013,52428.962,0.0771,0.1921
1,AL,4,Walker AL,11750.881,67023,0.09,0.1753
1,AL,4,Winston AL,4879.424,24484,0.0374,0.1993
1,AL,5,Jackson AL,10350.15513,53023.993,0.0847,0.1952
1,AL,5,Lauderdale AL,16701.483,92709,0.1367,0.1801
1,AL,5,Limestone AL,12488.684,82782,0.1022,0.1509
1,AL,5,Madison AL,60677.738,334811,0.4967,0.1812
1,AL,5,Morgan AL,21933.376,119490,0.1796,0.1836
1,AL,6,Bibb AL,4276.444,22915,0.0394,0.1866
1,AL,6,Blount AL,9447.564285,52432.31,0.087,0.1802
1,AL,6,Chilton AL,8011.74,43643,0.0738,0.1836
1,AL,6,Coosa AL,2112.186,11539,0.0194,0.183
1,AL,6,Jefferson AL,52557.11694,357205.953,0.4838,0.1471
1,AL,6,Shelby AL,32218,195085,0.2966,0.1651
1,AL,7,Choctaw AL,2978.667,13859,0.0231,0.2149
1,AL,7,Clarke AL,3702.28674,17240.852,0.0288,0.2147
1,AL,7,Dallas AL,8248.28,43820,0.0641,0.1882
1,AL,7,Greene AL,1703.882,9045,0.0132,0.1884
1,AL,7,Hale AL,2985.622,15760,0.0232,0.1894
1,AL,7,Jefferson AL,54845.51606,301260.047,0.4261,0.1821
1,AL,7,Lowndes AL,2222.04,11299,0.0173,0.1967
1,AL,7,Marengo AL,3947.706,21027,0.0307,0.1877
1,AL,7,Montgomery AL,9393.137037,51513.98,0.073,0.1823
1,AL,7,Perry AL,1978.394,10591,0.0154,0.1868
1,AL,7,Pickens AL,3758.472,19746,0.0292,0.1903
1,AL,7,Sumter AL,2637.628,13763,0.0205,0.1916
1,AL,7,Tuscaloosa AL,27811.14087,142227.038,0.2161,0.1955
1,AL,7,Wilcox AL,2492.265,11670,0.0194,0.2136
2,AK,0,Aleutians East Borough AK,338.995,3141,0.0034,0.1079
2,AK,0,Aleutians West Census Area AK,596.365,5561,0.006,0.1072
2,AK,0,Anchorage Borough AK,37585.319,291826,0.3773,0.1288
2,AK,0,Bethel Census Area AK,1814.248,17013,0.0182,0.1066
2,AK,0,Bristol Bay Borough AK,108.112,997,0.0011,0.1084
2,AK,0,Denali Borough AK,278.113,1826,0.0028,0.1523
2,AK,0,Dillingham Census Area AK,517.571,4847,0.0052,0.1068
2,AK,0,Fairbanks North Star Borough AK,14611.655,97581,0.1467,0.1497
2,AK,0,Haines Borough AK,379.245,2508,0.0038,0.1512
2,AK,0,Hoonah-Angoon Census Area,230.883,2150,0.0023,0.1074
2,AK,0,Juneau Borough AK,4645.647,31275,0.0466,0.1485
2,AK,0,Kenai Peninsula Borough AK,9792.927,55400,0.0983,0.1768
2,AK,0,Ketchikan Gateway Borough AK,2040.747,13477,0.0205,0.1514
2,AK,0,Kodiak Island Borough AK,1460.594,13592,0.0147,0.1075
2,AK,0,Lake and Peninsula Borough AK,175.078,1631,0.0018,0.1073
2,AK,0,Matanuska-Susitna Borough AK,15750.504,88995,0.1581,0.177
2,AK,0,Nome Census Area AK,1016.985,9492,0.0102,0.1071
2,AK,0,North Slope Borough AK,1013.487,9430,0.0102,0.1075
2,AK,0,Northwest Arctic Borough AK,804.926,7523,0.0081,0.107
2,AK,0,Sitka Borough AK,1110.09,8881,0.0111,0.125
2,AK,0,Skagway Municipality,128.698,968,0.0013,0.133
2,AK,0,Southeast Fairbanks Census Area AK,1053.959,7029,0.0106,0.1499
2,AK,0,Valdez-Cordova Census Area AK,1441.882,9636,0.0145,0.1496
2,AK,0,Wade Hampton Census Area AK,804.926,7459,0.0081,0.1079
2,AK,0,Yakutat Borough,74.629,662,7.00E-04,0.1127
2,AK,0,Yukon-Koyukuk Census Area AK,592.2,5588,0.0059,0.106
4,AZ,1,Apache AZ,8165.934,71518,0.0682,0.1142
4,AZ,1,Coconino AZ,28068.541,134421,0.2345,0.2088
4,AZ,1,Gila AZ,5010.119394,26230.345,0.0419,0.191
4,AZ,1,Graham AZ,5686.56,37220,0.0475,0.1528
4,AZ,1,Greenlee AZ,1307.385,8437,0.0109,0.155
4,AZ,1,Maricopa AZ,556.336,2994,0.0046,0.1858
4,AZ,1,Mohave AZ,323.864992,1635.232,0.0027,0.1981
4,AZ,1,Navajo AZ,12279.6,107449,0.1026,0.1143
4,AZ,1,Pima AZ,13052.40401,92092.982,0.109,0.1417
4,AZ,1,Pinal AZ,38945.90709,197705.177,0.3254,0.197
4,AZ,1,Yavapai AZ,6297.932757,30520.107,0.0526,0.2064
4,AZ,2,Cochise AZ,20286.112,131346,0.1714,0.1544
4,AZ,2,Pima AZ,98041.15026,578882.108,0.8286,0.1694
4,AZ,3,Maricopa AZ,44991.52248,225732.638,0.3288,0.1993
4,AZ,3,Pima AZ,57962.24773,309287.91,0.4236,0.1874
4,AZ,3,Pinal AZ,92.53824,543.808,7.00E-04,0.1702
4,AZ,3,Santa Cruz AZ,7333.328,47420,0.0536,0.1546
4,AZ,3,Yuma AZ,26447.37393,127236.464,0.1933,0.2079
4,AZ,4,Gila AZ,5152.003606,27366.655,0.0366,0.1883
4,AZ,4,La Paz AZ,3894.254,20489,0.0277,0.1901
4,AZ,4,Maricopa AZ,6074.008763,37268.707,0.0432,0.163
4,AZ,4,Mohave AZ,38533.08701,198550.768,0.2738,0.1941
4,AZ,4,Pinal AZ,36168.20767,177521.015,0.257,0.2037
4,AZ,4,Yavapai AZ,36841.26024,180512.893,0.2618,0.2041
4,AZ,4,Yuma AZ,14048.45608,68514.536,0.0998,0.205
4,AZ,5,Maricopa AZ,119134.9812,710221.828,1,0.1677
4,AZ,6,Maricopa AZ,142783.799,710226.709,1,0.201
4,AZ,7,Maricopa AZ,178957.8862,710227.636,1,0.252
4,AZ,8,Maricopa AZ,112963.2887,710222.182,1,0.1591
4,AZ,9,Maricopa AZ,149500.5477,710223.3,1,0.2105
5,AR,1,Arkansas AR,3503.335,19019,0.0226,0.1842
5,AR,1,Baxter AR,8799.855,41513,0.0568,0.212
5,AR,1,Chicot AR,2871.975,11800,0.0185,0.2434
5,AR,1,Clay AR,3484.629,16083,0.0225,0.2167
5,AR,1,Cleburne AR,5742.988,25970,0.037,0.2211
5,AR,1,Craighead AR,20763.241,96443,0.1339,0.2153
5,AR,1,Crittenden AR,9694.778,50902,0.0625,0.1905
5,AR,1,Cross AR,4076.117,17870,0.0263,0.2281
5,AR,1,Desha AR,3158.37,13008,0.0204,0.2428
5,AR,1,Fulton AR,2766.256,12245,0.0178,0.2259
5,AR,1,Greene AR,9068.224,42090,0.0585,0.2154
5,AR,1,Independence AR,8178.496,36647,0.0527,0.2232
5,AR,1,Izard AR,3036.868,13696,0.0196,0.2217
5,AR,1,Jackson AR,3941.851,17997,0.0254,0.219
5,AR,1,Jefferson AR,467.0437,2679.823,0.003,0.1743
5,AR,1,Lawrence AR,3780.642,17415,0.0244,0.2171
5,AR,1,Lee AR,2399.624,10424,0.0155,0.2302
5,AR,1,Lincoln AR,3387.21,14134,0.0218,0.2396
5,AR,1,Lonoke AR,12480.918,68356,0.0805,0.1826
5,AR,1,Mississippi AR,8890.061,46480,0.0573,0.1913
5,AR,1,Monroe AR,1822.226,8149,0.0118,0.2236
5,AR,1,Phillips AR,4975.802,21757,0.0321,0.2287
5,AR,1,Poinsett AR,5673.94,24583,0.0366,0.2308
5,AR,1,Prairie AR,1943.398,8715,0.0125,0.223
5,AR,1,Randolph AR,3874.85,17969,0.025,0.2156
5,AR,1,Searcy AR,1642.41822,7645.356,0.0106,0.2148
5,AR,1,Sharp AR,3788.568,17264,0.0244,0.2194
5,AR,1,St. Francis AR,6484.304,28258,0.0418,0.2295
5,AR,1,Stone AR,2736.188,12394,0.0176,0.2208
5,AR,1,Woodruff AR,1615.382,7260,0.0104,0.2225
5,AR,2,Conway AR,4388.362,21273,0.0307,0.2063
5,AR,2,Faulkner AR,20685.122,113237,0.1446,0.1827
5,AR,2,Perry AR,2179.65,10445,0.0152,0.2087
5,AR,2,Pulaski AR,76158.103,382748,0.5324,0.199
5,AR,2,Saline AR,18748.083,107118,0.1311,0.175
5,AR,2,Van Buren AR,3818.636,17295,0.0267,0.2208
5,AR,2,White AR,17070.464,77076,0.1193,0.2215
5,AR,3,Benton AR,38156.126,221339,0.2629,0.1724
5,AR,3,Boone AR,7969.68,36903,0.0549,0.216
5,AR,3,Carroll AR,5844.432,27446,0.0403,0.2129
5,AR,3,Crawford AR,8739.117954,44617.904,0.0602,0.1959
5,AR,3,Marion AR,3519.942,16653,0.0243,0.2114
5,AR,3,Newton AR,892.305297,4067.121,0.0061,0.2194
5,AR,3,Pope AR,12612.908,61754,0.0869,0.2042
5,AR,3,Searcy AR,117.55278,549.644,8.00E-04,0.2139
5,AR,3,Sebastian AR,21777.02404,112561.342,0.15,0.1935
5,AR,3,Washington AR,45510.826,203065,0.3136,0.2241
5,AR,4,Ashley AR,5236.28,21853,0.0341,0.2396
5,AR,4,Bradley AR,2765.35,11508,0.018,0.2403
5,AR,4,Calhoun AR,982.923,5368,0.0064,0.1831
5,AR,4,Clark AR,5279.417,22995,0.0344,0.2296
5,AR,4,Cleveland AR,2078.37,8689,0.0135,0.2392
5,AR,4,Columbia AR,4490.609,24552,0.0293,0.1829
5,AR,4,Crawford AR,3404.454046,17330.096,0.0222,0.1964
5,AR,4,Dallas AR,1503.294,8116,0.0098,0.1852
5,AR,4,Drew AR,4426.625,18509,0.0288,0.2392
5,AR,4,Franklin AR,4013.275,18125,0.0261,0.2214
5,AR,4,Garland AR,21892.967,96024,0.1426,0.228
5,AR,4,Grant AR,3118.96,17853,0.0203,0.1747
5,AR,4,Hempstead AR,5060.44,22609,0.033,0.2238
5,AR,4,Hot Spring AR,7494.557,32923,0.0488,0.2276
5,AR,4,Howard AR,3073.022,13789,0.02,0.2229
5,AR,4,Jefferson AR,13033.5363,74755.177,0.0849,0.1743
5,AR,4,Johnson AR,5231.16,25540,0.0341,0.2048
5,AR,4,Lafayette AR,1694.77,7645,0.011,0.2217
5,AR,4,Little River AR,2936.01,13171,0.0191,0.2229
5,AR,4,Logan AR,4930.595,22353,0.0321,0.2206
5,AR,4,Madison AR,3353.907,15717,0.0218,0.2134
5,AR,4,Miller AR,9667.35,43462,0.063,0.2224
5,AR,4,Montgomery AR,2178.221,9487,0.0142,0.2296
5,AR,4,Nevada AR,1981.21,8997,0.0129,0.2202
5,AR,4,Newton AR,934.079703,4262.879,0.0061,0.2191
5,AR,4,Ouachita AR,4760.431,26120,0.031,0.1823
5,AR,4,Pike AR,2506.35,11291,0.0163,0.222
5,AR,4,Polk AR,4517.801,20662,0.0294,0.2187
5,AR,4,Scott AR,2476.764,11233,0.0161,0.2205
5,AR,4,Sebastian AR,2546.477962,13182.658,0.0166,0.1932
5,AR,4,Sevier AR,3806.878,17058,0.0248,0.2232
5,AR,4,Union AR,7516.47,41639,0.049,0.1805
5,AR,4,Yell AR,4620.858,22185,0.0301,0.2083
6,CA,1,Butte CA,47443.879,220000,0.3322,0.2157
6,CA,1,Glenn CA,506.112236,2318.185,0.0035,0.2183
6,CA,1,Lassen CA,5798.208,34895,0.0406,0.1662
6,CA,1,Modoc CA,1647.739,9686,0.0115,0.1701
6,CA,1,Nevada CA,19620.91,82378,0.1374,0.2382
6,CA,1,Placer CA,8883.70816,44798.472,0.0622,0.1983
6,CA,1,Plumas CA,4225.842,20007,0.0296,0.2112
6,CA,1,Shasta CA,32930.748,177223,0.2305,0.1858
6,CA,1,Sierra CA,811.704,3240,0.0057,0.2505
6,CA,1,Siskiyou CA,7508.023,44900,0.0526,0.1672
6,CA,1,Tehama CA,13459,63463,0.0942,0.2121
6,CA,2,Del Norte CA,4791.587,28610,0.0311,0.1675
6,CA,2,Humboldt CA,30362,134623,0.1971,0.2255
6,CA,2,Marin CA,56543.112,252409,0.367,0.224
6,CA,2,Mendocino CA,20173.824,87841,0.1309,0.2297
6,CA,2,Sonoma CA,39274.67499,185626.451,0.2549,0.2116
6,CA,2,Trinity CA,2934.062,13786,0.019,0.2128
6,CA,3,Colusa CA,4549.142,21419,0.0367,0.2124
6,CA,3,Glenn CA,5442.765764,25803.815,0.0438,0.2109
6,CA,3,Lake CA,7641.53632,33606.772,0.0616,0.2274
6,CA,3,Sacramento CA,6717.81507,35896.289,0.0541,0.1871
6,CA,3,Solano CA,37400.01992,267179.625,0.3013,0.14
6,CA,3,Sutter CA,17486.46,94737,0.1409,0.1846
6,CA,3,Yolo CA,31662.60293,152105.108,0.2551,0.2082
6,CA,3,Yuba CA,13222.218,72155,0.1065,0.1832
6,CA,4,Alpine CA,276.052,1175,0.0021,0.2349
6,CA,4,Amador CA,7847.764,38091,0.0608,0.206
6,CA,4,Calaveras CA,9346.332,45578,0.0725,0.2051
6,CA,4,El Dorado CA,34145.517,181058,0.2647,0.1886
6,CA,4,Fresno CA,3103.907005,14914.92,0.0241,0.2081
6,CA,4,Madera CA,6155.352,28450,0.0477,0.2164
6,CA,4,Mariposa CA,3825.292,18251,0.0297,0.2096
6,CA,4,Nevada CA,3908.258,16386,0.0303,0.2385
6,CA,4,Placer CA,48891.42184,303633.528,0.3791,0.161
6,CA,4,Tuolumne CA,11475.876,55365,0.089,0.2073
6,CA,5,Contra Costa CA,16981.47639,90962.83,0.1203,0.1867
6,CA,5,Lake CA,7173.61568,31058.228,0.0508,0.231
6,CA,5,Napa CA,27683,136484,0.1961,0.2028
6,CA,5,Solano CA,25906.25309,146164.375,0.1835,0.1772
6,CA,5,Sonoma CA,63403.18901,298251.549,0.4492,0.2126
6,CA,6,Sacramento CA,128498.6223,654157.817,0.9268,0.1964
6,CA,6,Yolo CA,10154.56807,48743.892,0.0732,0.2083
6,CA,7,Sacramento CA,126125.9302,702896.797,1,0.1794
6,CA,8,Inyo CA,3706.984,18546,0.0256,0.1999
6,CA,8,Mono CA,2957.7,14202,0.0204,0.2083
6,CA,8,San Bernardino CA,138055.4395,670159.146,0.9539,0.206
6,CA,9,Contra Costa CA,30296.6171,180218.716,0.224,0.1681
6,CA,9,Sacramento CA,4722.76441,25837.097,0.0349,0.1828
6,CA,9,San Joaquin CA,100253.3106,496857.306,0.7411,0.2018
6,CA,10,San Joaquin CA,34622.56738,188448.694,0.2474,0.1837
6,CA,10,Stanislaus CA,105316.352,514453,0.7526,0.2047
6,CA,11,Contra Costa CA,129796.8169,702902.432,1,0.1847
6,CA,12,San Francisco CA,142697.737,702906.643,1,0.203
6,CA,13,Alameda CA,156226.0378,702902.828,1,0.2223
6,CA,14,San Francisco CA,21118.87697,102328.357,0.1643,0.2064
6,CA,14,San Mateo CA,107453.6528,600573.979,0.8357,0.1789
6,CA,15,Alameda CA,103784.4531,627982.44,0.9061,0.1653
6,CA,15,Contra Costa CA,10754.61758,74941.022,0.0939,0.1435
6,CA,16,Fresno CA,76735.40211,324695.085,0.4653,0.2363
6,CA,16,Madera CA,26380.08,122415,0.16,0.2155
6,CA,16,Merced CA,61808.001,255793,0.3748,0.2416
6,CA,17,Alameda CA,24523.17309,179385.732,0.2225,0.1367
6,CA,17,Santa Clara CA,85704.7794,523515.245,0.7775,0.1637
6,CA,18,San Mateo CA,23009.50921,117877.021,0.1841,0.1952
6,CA,18,Santa Clara CA,91198.66094,535702.593,0.7298,0.1702
6,CA,18,Santa Cruz CA,10757.24208,49324.845,0.0861,0.2181
6,CA,19,Santa Clara CA,129580.4857,702900.045,1,0.1844
6,CA,20,Monterey CA,101301.91,415057,0.605,0.2441
6,CA,20,San Benito CA,15002.084,55269,0.0896,0.2714
6,CA,20,Santa Clara CA,3830.789967,19524.117,0.0229,0.1962
6,CA,20,Santa Cruz CA,47299.73992,213057.155,0.2825,0.222
6,CA,21,Fresno CA,50534.93011,201450.081,0.2901,0.2509
6,CA,21,Kern CA,78310.70011,313715.938,0.4495,0.2496
6,CA,21,Kings CA,36504.844,152982,0.2095,0.2386
6,CA,21,Tulare CA,8876.371,34755,0.0509,0.2554
6,CA,22,Fresno CA,78176.56678,389389.914,0.5339,0.2008
6,CA,22,Tulare CA,68245.24087,313514.291,0.4661,0.2177
6,CA,23,Kern CA,108590.3159,525915.062,0.7565,0.2065
6,CA,23,Los Angeles CA,14023.11836,83079.78,0.0977,0.1688
6,CA,23,Tulare CA,20927.27313,93909.709,0.1458,0.2228
6,CA,24,San Luis Obispo CA,61674.858,269637,0.3708,0.2287
6,CA,24,Santa Barbara CA,102576.492,423895,0.6168,0.242
6,CA,24,Ventura CA,2060.031333,9369.994,0.0124,0.2199
6,CA,25,Los Angeles CA,109898.7258,585633.47,0.8308,0.1877
6,CA,25,Ventura CA,22382.2573,117260.443,0.1692,0.1909
6,CA,26,Los Angeles CA,2212.396014,8268.936,0.0142,0.2676
6,CA,26,Ventura CA,153453.1691,694640.139,0.9858,0.2209
6,CA,27,Los Angeles CA,181623.6852,670017.749,0.9597,0.2711
6,CA,27,San Bernardino CA,7619.289499,32884.853,0.0403,0.2317
6,CA,28,Los Angeles CA,222207.5164,702894.153,1,0.3161
6,CA,29,Los Angeles CA,206711.1441,702910.278,1,0.2941
