Zip,AGI Bracket,Filers,Itemizers,AGI,SLIncomeTax,PropertyTax,MortgageInterest,Contributions,contrib + mortgage,Total SALT,Exhibit: S-L Income Tax Effective Rate
10018,"$75,000 under $100,000",640,490,87502.04082,8295.833333,8712.5,9533.333333,1622.222222,11155.55556,17008.33333,0.094807313
10019,"$75,000 under $100,000",2570,2050,87216.58537,7923.232323,7402.631579,6859.375,2157.142857,9016.517857,15325.8639,0.090845477
10021,"$75,000 under $100,000",2520,2030,87078.81773,7787.830688,9433.846154,6006.779661,2362.416107,8369.195768,17221.67684,0.089434272
10022,"$75,000 under $100,000",2100,1710,87034.50292,8200,10198.3871,6143.396226,2732.773109,8876.169336,18398.3871,0.094215509
10023,"$75,000 under $100,000",3320,2630,87076.80608,7671.129707,9281.904762,6128.089888,2551.256281,8679.346169,16953.03447,0.088096131
10024,"$75,000 under $100,000",2840,2220,87129.27928,7971.84466,8752.857143,6743.333333,2657.647059,9400.980392,16724.7018,0.091494441
10025,"$75,000 under $100,000",4180,3030,87135.31353,7526.855124,5802.803738,6563.043478,2757.081545,9320.125023,13329.65886,0.086381225
10026,"$75,000 under $100,000",1440,1110,87137.83784,7736.111111,2773.333333,8624.137931,2749.39759,11373.53552,10509.44444,0.088780159
10027,"$75,000 under $100,000",1770,1300,86532.30769,7551.2,3540,6715.625,2869.072165,9584.697165,11091.2,0.087264517
10028,"$75,000 under $100,000",2930,2280,87291.66667,8013.023256,9330.909091,5726.086957,2207.741935,7933.828892,17343.93235,0.09179597
10029,"$75,000 under $100,000",1820,1210,86544.6281,7577.118644,3004,6740.909091,2779.069767,9519.978858,10581.11864,0.087551577
10030,"$75,000 under $100,000",730,530,86924.5283,7509.615385,2010,9363.636364,3517.5,12881.13636,9519.615385,0.086392363
10031,"$75,000 under $100,000",1640,1170,85518.80342,7521.052632,2731.818182,7472.727273,2960.240964,10432.96824,10252.87081,0.087946186
10032,"$75,000 under $100,000",1470,1010,86495.0495,7461.616162,3180,7500,2633.333333,10133.33333,10641.61616,0.086266396
10033,"$75,000 under $100,000",1530,1000,86289,7306.122449,3655.555556,6700,2410.666667,9110.666667,10961.678,0.08467038
10034,"$75,000 under $100,000",1350,890,86602.24719,7551.724138,3208.333333,6975,2346.969697,9321.969697,10760.05747,0.087200094
10035,"$75,000 under $100,000",930,720,85752.77778,7592.753623,1281.818182,8290.909091,2674.509804,10965.41889,8874.571805,0.088542364
10036,"$75,000 under $100,000",2020,1560,87058.97436,7767.763158,7930.434783,8741.176471,1809.278351,10550.45482,15698.19794,0.089224152
10037,"$75,000 under $100,000",1010,760,86765.78947,7575.342466,2343.75,5266.666667,3703.333333,8970,9919.092466,0.087307941
10038,"$75,000 under $100,000",1120,860,87086.04651,7827.710843,5495,5078.947368,1814.814815,6893.762183,13322.71084,0.089884788
10039,"$75,000 under $100,000",750,550,85625.45455,7518.867925,1222.727273,6612,3574.418605,10186.4186,8741.595197,0.08781113
10040,"$75,000 under $100,000",1360,870,85856.32184,7344.047619,3168,6420.833333,2379.6875,8800.520833,10512.04762,0.08553881
10044,"$75,000 under $100,000",450,310,88451.6129,7879.310345,6211.111111,5560,2423.809524,7983.809524,14090.42146,0.08908046
10065,"$75,000 under $100,000",1680,1340,87350.74627,8044.88189,9881.081081,6683.870968,2364.583333,9048.454301,17925.96297,0.092098605
10069,"$75,000 under $100,000",180,140,86571.42857,9478.571429,8650,14933.33333,2266.666667,17200,18128.57143,0.109488449
10075,"$75,000 under $100,000",1650,1310,87435.87786,7993.548387,9509.52381,6942.105263,2129.473684,9071.578947,17503.0722,0.091421835
10128,"$75,000 under $100,000",3690,2860,86892.30769,7803.308824,8671.232877,6566.666667,2116.751269,8683.417936,16474.5417,0.089804369
10280,"$75,000 under $100,000",450,340,87497.05882,7868.75,10637.5,10000,1858.333333,11858.33333,18506.25,0.089931594
10301,"$75,000 under $100,000",1690,1270,86898.4252,7417.79661,4064,8513.432836,2691.818182,11205.25102,11481.79661,0.085361692
10302,"$75,000 under $100,000",660,510,86941.17647,6962.5,3662.857143,9403.125,2753.333333,12156.45833,10625.35714,0.080082882
10303,"$75,000 under $100,000",1010,820,86887.80488,7172.151899,3071.929825,8928.571429,2852.777778,11781.34921,10244.08172,0.082544978
10304,"$75,000 under $100,000",1470,1160,87377.58621,7363.636364,4317.283951,9125,2786,11911,11680.92031,0.084273744
10305,"$75,000 under $100,000",2030,1580,87405.06329,7030,4046.788991,8821.875,2513.669065,11335.54406,11076.78899,0.080430123
10306,"$75,000 under $100,000",2950,2300,87261.73913,7090.232558,4395.597484,9225.185185,2354.10628,11579.29147,11485.83004,0.081252478
10307,"$75,000 under $100,000",640,510,88398.03922,7402.12766,5535.294118,10025,2356.521739,12381.52174,12937.42178,0.083736333
10308,"$75,000 under $100,000",1660,1320,87508.33333,7010.833333,4496,9083.333333,2345.081967,11428.4153,11506.83333,0.080116179
10309,"$75,000 under $100,000",1630,1360,87269.11765,7211.811024,5386.458333,10014.28571,2313.709677,12327.99539,12598.26936,0.082638753
10310,"$75,000 under $100,000",1030,810,87450.61728,6965.789474,3905.263158,9417.647059,2600,12017.64706,10871.05263,0.079653977
10312,"$75,000 under $100,000",3460,2790,87299.64158,7019.767442,4842.079208,9410.465116,2366.666667,11777.13178,11861.84665,0.080410037
10314,"$75,000 under $100,000",4650,3630,87165.84022,7009.467456,4222.265625,8840.639269,2591.463415,11432.10268,11231.73308,0.080415303
10451,"$75,000 under $100,000",1000,730,86116.43836,7191.428571,1857.142857,5010.344828,3852.542373,8862.8872,9048.571429,0.083508198
10452,"$75,000 under $100,000",960,660,85807.57576,7286.153846,2437.5,6975,4021.568627,10996.56863,9723.653846,0.084912711
10453,"$75,000 under $100,000",880,630,86188.88889,7283.870968,3272.727273,7481.818182,3846.938776,11328.75696,10556.59824,0.084510557
10454,"$75,000 under $100,000",330,230,86608.69565,7291.304348,2957.142857,9200,3322.222222,12522.22222,10248.4472,0.084186747
10455,"$75,000 under $100,000",510,360,86308.33333,7155.555556,1618.181818,7390.909091,3131.034483,10521.94357,8773.737374,0.082906891
10456,"$75,000 under $100,000",950,660,85748.48485,7270.3125,2120,6700,3858.490566,10558.49057,9390.3125,0.084786484
10457,"$75,000 under $100,000",800,560,86178.57143,7192.727273,2658.333333,8891.666667,3993.333333,12885,9851.060606,0.08346306
10458,"$75,000 under $100,000",1130,760,86085.52632,7500,3260,6020,3187.5,9207.5,10760,0.08712266
10459,"$75,000 under $100,000",650,470,85085.10638,7145.652174,2629.411765,8725,3575,12300,9775.063939,0.083982409
10460,"$75,000 under $100,000",770,580,86141.37931,7215.789474,3155.555556,7194.444444,3684.782609,10879.22705,10371.34503,0.083766821
10461,"$75,000 under $100,000",2260,1570,86543.94904,7288.741722,3930.769231,8405.357143,2519.69697,10925.05411,11219.51095,0.084220119
10462,"$75,000 under $100,000",3060,2110,86318.00948,7258.333333,2920.338983,6578.688525,3358.045977,9936.734502,10178.67232,0.084088284
10463,"$75,000 under $100,000",3130,2140,86740.18692,7221,3026.666667,5188.118812,2827.272727,8015.391539,10247.66667,0.08324861
10464,"$75,000 under $100,000",250,200,84080,6411.111111,4700,9477.777778,2281.25,11759.02778,11111.11111,0.076250132
10465,"$75,000 under $100,000",2150,1620,87054.93827,7274.675325,4139.08046,9744,2539.855072,12283.85507,11413.75578,0.083564189
10466,"$75,000 under $100,000",2090,1640,86677.43902,7069.811321,3597.530864,9016.455696,4103.571429,13120.02712,10667.34218,0.081564608
10467,"$75,000 under $100,000",2140,1510,85863.57616,7150.340136,2948.888889,6820.930233,3500,10320.93023,10099.22902,0.083275592
10468,"$75,000 under $100,000",1320,900,86363.33333,7310.344828,2428.571429,5400,3430.985915,8830.985915,9738.916256,0.084646395
10469,"$75,000 under $100,000",2530,2000,86275,7058.730159,3849.074074,9601.020408,3680.346821,13281.36723,10907.80423,0.081816635
10470,"$75,000 under $100,000",660,470,87206.38298,7302.173913,3730,7400,2776.923077,10176.92308,11032.17391,0.083734397
10471,"$75,000 under $100,000",1260,960,86975,7106.896552,3905.357143,6390.384615,2533.333333,8923.717949,11012.25369,0.081711947
10472,"$75,000 under $100,000",1010,700,85717.14286,7376.470588,3233.333333,7341.666667,2914.285714,10255.95238,10609.80392,0.086055955
10473,"$75,000 under $100,000",1790,1370,86324.08759,7178.625954,2769.84127,8198.412698,3651.724138,11850.13684,9948.467224,0.083159013
10474,"$75,000 under $100,000",130,100,84520,6880,1833.333333,7500,2877.777778,10377.77778,8713.333333,0.081400852
10475,"$75,000 under $100,000",2400,1740,86452.29885,7181.212121,1043.076923,1854.961832,4106.410256,5961.372088,8224.289044,0.083065601
10501,"$75,000 under $100,000",60,30,96900,3733.333333,12066.66667,10450,1900,12350,15800,0.038527692
10502,"$75,000 under $100,000",240,180,85983.33333,4385.714286,14828.57143,9311.111111,2520,11831.11111,19214.28571,0.051006563
10504,"$75,000 under $100,000",270,190,86884.21053,5693.333333,14771.42857,10670,2437.5,13107.5,20464.7619,0.065527825
10506,"$75,000 under $100,000",150,110,88890.90909,6122.222222,17066.66667,13350,3244.444444,16594.44444,23188.88889,0.068873435
10507,"$75,000 under $100,000",200,130,88384.61538,4441.666667,8000,8212.5,2418.181818,10630.68182,12441.66667,0.050253844
10509,"$75,000 under $100,000",970,690,87450.72464,4293.220339,7640.983607,7627.45098,2008.196721,9635.647702,11934.20395,0.049093022
10510,"$75,000 under $100,000",290,200,89875,4525,14858.82353,9345.454545,3036.842105,12382.29665,19383.82353,0.050347705
10511,"$75,000 under $100,000",110,70,93657.14286,4583.333333,7566.666667,9040,2800,11840,12150,0.04893736
10512,"$75,000 under $100,000",1340,1000,87564,4370.454545,8668.539326,7710.526316,2100,9810.526316,13038.99387,0.049911545
10514,"$75,000 under $100,000",250,180,89533.33333,6353.333333,15926.66667,11211.11111,3093.75,14304.86111,22280,0.070960536
10516,"$75,000 under $100,000",280,170,89558.82353,4253.333333,8113.333333,7675,1833.333333,9508.333333,12366.66667,0.047492063
10518,"$75,000 under $100,000",50,30,95733.33333,4433.333333,8200,10500,2833.333333,13333.33333,12633.33333,0.046309192
10520,"$75,000 under $100,000",580,380,86905.26316,4731.25,9248.275862,8358.333333,2442.424242,10800.75758,13979.52586,0.054441467
10522,"$75,000 under $100,000",500,330,87360.60606,4655.172414,12905,7786.666667,2821.428571,10608.09524,17560.17241,0.05328686
10523,"$75,000 under $100,000",490,300,87393.33333,4481.481481,8763.157895,9018.75,3288.888889,12307.63889,13244.63938,0.051279443
10524,"$75,000 under $100,000",220,160,87731.25,4600,10357.14286,8663.636364,3135.714286,11799.35065,14957.14286,0.052432856
10526,"$75,000 under $100,000",70,50,84280,4025,8175,7700,2800,10500,12200,0.047757475
10528,"$75,000 under $100,000",530,330,88106.06061,4948.275862,10429.16667,8427.777778,2251.724138,10679.50192,15377.44253,0.056162718
10530,"$75,000 under $100,000",870,650,87280,5254.545455,7789.090909,6952.173913,2718.965517,9671.13943,13043.63636,0.060203316
10532,"$75,000 under $100,000",250,190,89621.05263,4500,9768.75,8608.333333,1983.333333,10591.66667,14268.75,0.050211416
10533,"$75,000 under $100,000",340,230,88730.43478,4821.052632,11194.44444,8378.571429,2528.571429,10907.14286,16015.49708,0.054333698
10536,"$75,000 under $100,000",350,230,87543.47826,7338.888889,14110.52632,10038.46154,2330,12368.46154,21449.4152,0.083831361
10537,"$75,000 under $100,000",150,120,83916.66667,4427.272727,7481.818182,7290,2127.272727,9417.272727,11909.09091,0.052757967
10538,"$75,000 under $100,000",590,380,87963.15789,4946.875,11255.17241,7105,2609.090909,9714.090909,16202.04741,0.056238033
10541,"$75,000 under $100,000",1290,980,87504.08163,4277.906977,9942.352941,8102.857143,2138.372093,10241.22924,14220.25992,0.048888085
10543,"$75,000 under $100,000",870,540,86701.85185,4926.086957,9888.095238,8128.125,2538.297872,10666.42287,14814.18219,0.056816398
10546,"$75,000 under $100,000",60,40,86925,6433.333333,10333.33333,5533.333333,2150,7683.333333,16766.66667,0.074010162
10547,"$75,000 under $100,000",350,260,87011.53846,4408.695652,8980.952381,7877.777778,2456.521739,10334.29952,13389.64803,0.050667943
10548,"$75,000 under $100,000",170,110,87836.36364,4070,6777.777778,7950,2420,10370,10847.77778,0.046336162
10549,"$75,000 under $100,000",580,390,85338.46154,4575.757576,8158.064516,7180,2311.764706,9491.764706,12733.82209,0.053618937
10550,"$75,000 under $100,000",1170,800,86852.5,4896.103896,7421.95122,8389.189189,4080.882353,12470.07154,12318.05512,0.056372631
10552,"$75,000 under $100,000",1260,910,87161.53846,4753.658537,7913.333333,6686.792453,3437.804878,10124.59733,12666.99187,0.054538488
10553,"$75,000 under $100,000",490,360,87961.11111,4839.393939,9150,7968.181818,4318.181818,12286.36364,13989.39394,0.055017426
10560,"$75,000 under $100,000",170,120,90608.33333,4688.888889,12490.90909,9450,2927.272727,12377.27273,17179.79798,0.051748981
10562,"$75,000 under $100,000",1500,1040,87344.23077,4470,9093.75,7816.666667,2422.580645,10239.24731,13563.75,0.05117682
10566,"$75,000 under $100,000",1070,730,87360.27397,4490.909091,5994.915254,7503.846154,2589.0625,10092.90865,10485.82435,0.051406765
10567,"$75,000 under $100,000",930,700,87101.42857,4609.836066,9513.114754,8084,2424.193548,10508.19355,14122.95082,0.052924919
10570,"$75,000 under $100,000",460,310,85580.64516,5369.230769,11815.38462,8388.888889,1921.428571,10310.31746,17184.61538,0.062738844
10573,"$75,000 under $100,000",1290,820,87328.04878,4509.722222,9178.461538,8269.811321,2285.507246,10555.31857,13688.18376,0.051641166
10576,"$75,000 under $100,000",180,130,84223.07692,6760,14454.54545,12425,2190.909091,14615.90909,21214.54545,0.080263038
10577,"$75,000 under $100,000",90,50,89680,5550,15566.66667,12700,2250,14950,21116.66667,0.061886708
10579,"$75,000 under $100,000",480,360,87547.22222,4474.193548,10075,8588.461538,2170.967742,10759.42928,14549.19355,0.05110606
10580,"$75,000 under $100,000",500,320,87556.25,5411.111111,13213.04348,10111.76471,3253.571429,13365.33613,18624.15459,0.06180154
10583,"$75,000 under $100,000",1290,950,87296.84211,4984.615385,13766.66667,7875.925926,2645.121951,10521.04788,18751.28205,0.057099607
10588,"$75,000 under $100,000",130,100,85300,4337.5,9887.5,7271.428571,1737.5,9008.928571,14225,0.050849941
10589,"$75,000 under $100,000",530,360,86975,4792,5721.212121,7856.521739,2494.117647,10350.63939,10513.21212,0.055096292
10590,"$75,000 under $100,000",260,190,84873.68421,4368.75,10181.25,9216.666667,2112.5,11329.16667,14550,0.051473552
10591,"$75,000 under $100,000",1060,630,87619.04762,4977.358491,9033.333333,7296.666667,2956.140351,10252.80702,14010.69182,0.056806809
10594,"$75,000 under $100,000",230,160,86818.75,4123.076923,11557.14286,7766.666667,1926.666667,9693.333333,15680.21978,0.047490628
10595,"$75,000 under $100,000",300,210,88385.71429,4135.294118,12070.58824,8981.818182,2300,11281.81818,16205.88235,0.046786906
10598,"$75,000 under $100,000",1330,1020,88163.72549,4304.651163,10433.70787,8292.647059,2252.173913,10544.82097,14738.35903,0.04882565
10601,"$75,000 under $100,000",560,330,87851.51515,4840,4609.090909,7290,2596.296296,9886.296296,9449.090909,0.05509296
10603,"$75,000 under $100,000",1090,760,86806.57895,4625.373134,6831.034483,7706,2777.272727,10483.27273,11456.40762,0.05328367
10604,"$75,000 under $100,000",510,320,88165.625,4831.034483,9737.5,8929.411765,2551.724138,11481.1359,14568.53448,0.054794989
10605,"$75,000 under $100,000",900,660,86960.60606,5000,9101.886792,8029.268293,2780.701754,10809.97005,14101.88679,0.057497299
10606,"$75,000 under $100,000",570,340,86614.70588,4512.903226,7700,9072.222222,3400,12472.22222,12212.90323,0.052103199
10607,"$75,000 under $100,000",340,270,86637.03704,4277.272727,11336.36364,8829.411765,2895.833333,11725.2451,15613.63636,0.049370025
10701,"$75,000 under $100,000",2010,1350,87063.7037,5358.064516,5556.578947,7301.492537,3205.084746,10506.57728,10914.64346,0.061541886
10703,"$75,000 under $100,000",1020,710,87316.90141,5306.060606,5550,7614.634146,3076.190476,10690.82462,10856.06061,0.060767853
10704,"$75,000 under $100,000",1990,1370,87233.57664,5544.615385,5858.024691,7038.028169,2589.07563,9627.103799,11402.64008,0.063560565
10705,"$75,000 under $100,000",1230,850,86903.52941,5350.632911,6022.222222,6804.761905,3380.555556,10185.31746,11372.85513,0.0615698
10706,"$75,000 under $100,000",410,270,88781.48148,4430.434783,11168.18182,8175,2233.333333,10408.33333,15598.6166,0.04990269
10707,"$75,000 under $100,000",520,350,86702.85714,4687.096774,9208.333333,8705.263158,2567.741935,11273.00509,13895.43011,0.054059312
10708,"$75,000 under $100,000",1230,910,86630.76923,5146.25,6414.084507,6231.25,2641.772152,8873.022152,11560.33451,0.059404413
10709,"$75,000 under $100,000",470,320,88034.375,4603.703704,11788.88889,7050,2153.333333,9203.333333,16392.59259,0.052294387
10710,"$75,000 under $100,000",1720,1300,86814.61538,5227.586207,6780.21978,7741.333333,2871.929825,10613.26316,12007.80599,0.060215508
10801,"$75,000 under $100,000",1600,1050,87383.80952,4719.387755,8835.483871,8332.075472,3134.782609,11466.85808,13554.87163,0.054007576
10803,"$75,000 under $100,000",460,320,86246.875,4718.518519,13420.83333,8058.823529,2585.714286,10644.53782,18139.35185,0.054709443
10804,"$75,000 under $100,000",520,410,86412.19512,4434.375,13696.9697,9991.304348,3105.263158,13096.56751,18131.3447,0.051316542
10805,"$75,000 under $100,000",1080,680,86530.88235,4998.412698,6246.153846,6194.117647,2685.483871,8879.601518,11244.56654,0.057764495
10901,"$75,000 under $100,000",1060,780,88008.97436,4604.615385,10143.28358,7471.698113,2552.857143,10024.55526,14747.89897,0.052319839
10913,"$75,000 under $100,000",230,180,87955.55556,4775,11060,9563.636364,2206.25,11769.88636,15835,0.054288782
10916,"$75,000 under $100,000",230,160,88725,4469.230769,9180,8333.333333,2464.285714,10797.61905,13649.23077,0.050371719
10917,"$75,000 under $100,000",90,60,93300,4520,11260,8600,2266.666667,10866.66667,15780,0.048445874
10918,"$75,000 under $100,000",590,440,87952.27273,4497.435897,8445.945946,7460.606061,2574.358974,10034.96503,12943.38184,0.051134959
10919,"$75,000 under $100,000",60,50,84740,4950,7350,6675,2700,9375,12300,0.058413972
10920,"$75,000 under $100,000",480,370,87756.75676,4334.375,9751.612903,7841.666667,2551.515152,10393.18182,14085.9879,0.049390784
10921,"$75,000 under $100,000",230,160,89556.25,4313.333333,7853.333333,7333.333333,2230.769231,9564.102564,12166.66667,0.048163398
10923,"$75,000 under $100,000",470,330,87715.15152,4364.285714,10130.76923,8100,2710,10810,14495.05495,0.049755209
10924,"$75,000 under $100,000",600,410,87614.63415,4686.111111,8900,8114.814815,2411.111111,10525.92593,13586.11111,0.053485484
10925,"$75,000 under $100,000",300,230,87460.86957,4571.428571,7276.190476,6877.777778,2230,9107.777778,11847.61905,0.052268273
10926,"$75,000 under $100,000",200,140,87871.42857,4500,7466.666667,6681.818182,1958.333333,8640.151515,11966.66667,0.051211185
10927,"$75,000 under $100,000",320,200,87995,4311.111111,9623.529412,7035.714286,2988.235294,10023.94958,13934.64052,0.048992683
10928,"$75,000 under $100,000",230,130,86069.23077,4118.181818,8140,6433.333333,2900,9333.333333,12258.18182,0.047847318
10930,"$75,000 under $100,000",460,370,88927.02703,4406.25,9251.515152,6853.571429,2100,8953.571429,13657.76515,0.049549053
10931,"$75,000 under $100,000",60,40,81300,4533.333333,8966.666667,9250,2433.333333,11683.33333,13500,0.055760558
10940,"$75,000 under $100,000",2180,1510,86945.69536,4531.111111,6422.137405,7120.512821,2639.68254,9760.19536,10953.24852,0.052114266
10941,"$75,000 under $100,000",720,460,87554.34783,4460.97561,6613.157895,7102.857143,2547.5,9650.357143,11074.1335,0.050950932
10950,"$75,000 under $100,000",1550,1160,87661.2069,4570.588235,8023.529412,7648.888889,3556.730769,11205.61966,12594.11765,0.052139235
10952,"$75,000 under $100,000",810,550,87681.81818,4891.489362,12366.66667,9662.857143,6400,16062.85714,17258.15603,0.055786815
10954,"$75,000 under $100,000",1290,910,87945.05495,4475.949367,9109.589041,7800,2547.560976,10347.56098,13585.53841,0.050894838
10956,"$75,000 under $100,000",1440,1110,87951.35135,4440.449438,11618.47826,8324.242424,2774.257426,11098.49985,16058.9277,0.050487564
10958,"$75,000 under $100,000",170,110,86709.09091,4270,6840,8133.333333,2044.444444,10177.77778,11110,0.049245125
10960,"$75,000 under $100,000",730,450,86071.11111,4694.736842,10903.0303,8174.074074,2567.5,10741.57407,15597.76715,0.054544862
10962,"$75,000 under $100,000",260,190,87000,4700,10781.25,8163.636364,2425,10588.63636,15481.25,0.054022989
10963,"$75,000 under $100,000",150,110,85290.90909,4300,6890,6666.666667,1810,8476.666667,11190,0.05041569
10964,"$75,000 under $100,000",60,40,77375,4366.666667,12533.33333,8000,2400,10400,16900,0.05643511
10965,"$75,000 under $100,000",820,580,87274.13793,4360.869565,9808.163265,8365.714286,2352.830189,10718.54447,14169.03283,0.049967489
10968,"$75,000 under $100,000",170,110,85872.72727,7022.222222,10137.5,8183.333333,2450,10633.33333,17159.72222,0.081774767
10969,"$75,000 under $100,000",70,40,89550,4400,7750,8633.333333,2400,11033.33333,12150,0.049134562
10970,"$75,000 under $100,000",540,380,86052.63158,4344.117647,8393.548387,8274.074074,2665.714286,10939.78836,12737.66603,0.050482101
10973,"$75,000 under $100,000",130,100,85750,4412.5,6950,8171.428571,2488.888889,10660.31746,11362.5,0.051457726
10974,"$75,000 under $100,000",160,130,86507.69231,4381.818182,11216.66667,7580,2016.666667,9596.666667,15598.48485,0.050652353
10976,"$75,000 under $100,000",50,40,88800,4050,9000,9050,4975,14025,13050,0.045608108
10977,"$75,000 under $100,000",1530,1140,87099.12281,4200,9181.318681,8270.886076,4228.571429,12499.4575,13381.31868,0.048220922
10980,"$75,000 under $100,000",710,500,87676,4390,10625,8594.117647,2195.555556,10789.6732,15015,0.050070715
10983,"$75,000 under $100,000",280,210,87057.14286,4400,9783.333333,8342.857143,2389.473684,10732.33083,14183.33333,0.050541516
10984,"$75,000 under $100,000",150,120,86833.33333,4100,10980,7887.5,2354.545455,10242.04545,15080,0.047216891
10986,"$75,000 under $100,000",90,60,80833.33333,4020,10420,7820,2125,9945,14440,0.049731959
10987,"$75,000 under $100,000",150,100,84970,4187.5,10677.77778,9216.666667,2550,11766.66667,14865.27778,0.0492821
10989,"$75,000 under $100,000",580,440,86797.72727,4337.837838,9769.444444,7696.551724,2356.410256,10052.96198,14107.28228,0.049976399
10990,"$75,000 under $100,000",1000,720,87308.33333,4423.333333,8676.923077,7700,2057.8125,9757.8125,13100.25641,0.050663358
10992,"$75,000 under $100,000",510,370,89181.08108,4200,8369.69697,7503.333333,2378.787879,9882.121212,12569.69697,0.04709519
10993,"$75,000 under $100,000",200,160,84875,4040,9192.307692,7500,2538.461538,10038.46154,13232.30769,0.047599411
10994,"$75,000 under $100,000",380,290,88210.34483,4260.869565,11720,9005.555556,2462.962963,11468.51852,15980.86957,0.048303513
10998,"$75,000 under $100,000",190,140,86257.14286,4500,7530.769231,8309.090909,2166.666667,10475.75758,12030.76923,0.052169593
11001,"$75,000 under $100,000",1460,1070,86728.03738,4908.602151,9303.658537,8158.333333,2212.244898,10370.57823,14212.26069,0.056597639
11003,"$75,000 under $100,000",2400,1930,86863.73057,4731.111111,8216.666667,9521.487603,3455.232558,12976.72016,12947.77778,0.054465898
11004,"$75,000 under $100,000",890,680,86542.64706,6838.709677,4495.744681,7379.069767,2754.385965,10133.45573,11334.45436,0.079021268
11005,"$75,000 under $100,000",180,170,86341.17647,4270,9756.25,2381.25,2250,4631.25,14026.25,0.049454967
11010,"$75,000 under $100,000",1480,1080,87233.33333,4478.125,9589.534884,8304.477612,2286,10590.47761,14067.65988,0.051335021
11020,"$75,000 under $100,000",210,160,88456.25,5114.285714,15228.57143,13455.55556,2842.857143,16298.4127,20342.85714,0.057817121
11021,"$75,000 under $100,000",880,650,87413.84615,4889.090909,8323.529412,6776.744186,2803.636364,9580.38055,13212.62032,0.055930395
11023,"$75,000 under $100,000",310,260,86115.38462,4433.333333,14009.09091,12807.14286,3545.454545,16352.5974,18442.42424,0.051481316
11024,"$75,000 under $100,000",210,150,86600,5816.666667,22400,14957.14286,3330.769231,18287.91209,28216.66667,0.067167052
11030,"$75,000 under $100,000",520,380,87163.15789,5279.310345,16137.93103,10200,2693.939394,12893.93939,21417.24138,0.06056814
11040,"$75,000 under $100,000",2190,1640,87433.53659,4640.425532,10122.90076,8856.521739,2641.333333,11497.85507,14763.3263,0.053073749
11050,"$75,000 under $100,000",1180,790,86759.49367,4869.354839,11893.10345,8769.444444,2536.231884,11305.67633,16762.45829,0.056124749
11096,"$75,000 under $100,000",290,200,83495,4627.777778,6185.714286,9141.666667,3516.666667,12658.33333,10813.49206,0.055425807
11101,"$75,000 under $100,000",1550,1100,86810.90909,7666.972477,2593.333333,10584.61538,1983.333333,12567.94872,10260.30581,0.088318076
11102,"$75,000 under $100,000",1810,1250,86550.4,7554.83871,3586.363636,7505.555556,1856.976744,9362.5323,11141.20235,0.087288317
11103,"$75,000 under $100,000",2000,1400,85998.57143,7669.565217,4186.363636,9006.25,1868.75,10875,11855.92885,0.089182472
11104,"$75,000 under $100,000",1480,960,87076.04167,7527.368421,3184,6513.636364,2172.058824,8685.695187,10711.36842,0.086445919
11105,"$75,000 under $100,000",2010,1370,85969.34307,7395.522388,4636.363636,8704.166667,1855.555556,10559.72222,12031.88602,0.086025112
11106,"$75,000 under $100,000",2130,1480,86475,7530.136986,2970,7543.478261,1953.846154,9497.324415,10500.13699,0.087078774
